Day,Month,Year,mu_12699
10,10,2013,27.771041666666665
10,11,2012,25.354999999999997
10,11,2013,27.629375
10,12,2012,25.27847222222222
11,1,2014,60.182291666666664
11,2,2014,69.42138888888888
11,3,2013,35.880784313725485
11,3,2014,71.62840277777778
11,4,2013,32.59340277777777
11,4,2014,62.867152777777775
11,5,2013,57.72590277777776
11,5,2014,57.531875
11,6,2013,54.841874999999995
11,7,2013,53.53916666666666
11,8,2013,52.48368055555555
11,9,2013,51.91416666666666
11,10,2012,25.975972222222225
11,10,2013,27.755763888888886
11,11,2012,25.328750000000003
11,11,2013,27.633194444444445
11,12,2012,25.28319444444444
12,1,2014,59.82576388888888
12,2,2014,69.06069444444444
12,3,2013,35.80333333333333
12,3,2014,71.53590277777776
12,4,2013,32.532777777777774
12,4,2014,62.726527777777775
12,5,2013,57.65076388888889
12,5,2014,57.42215277777778
12,6,2013,54.780277777777776
12,7,2013,53.50201388888889
12,8,2013,52.472569444444446
12,9,2013,51.90756944444445
12,10,2012,25.93611111111111
12,10,2013,27.753541666666667
12,11,2012,25.319722222222225
12,11,2013,27.64527777777778
12,12,2012,25.26486111111111
13,1,2014,58.969097222222224
13,2,2014,68.71499999999999
13,3,2013,35.69819444444444
13,3,2014,71.33347222222221
13,4,2013,32.41895833333333
13,4,2014,62.53666666666667
13,5,2013,57.55569444444444
13,5,2014,57.32673611111111
13,6,2013,54.72965277777778
13,7,2013,53.434513888888894
13,8,2013,52.429722222222225
13,9,2013,51.88340277777778
13,10,2012,25.885694444444443
13,10,2013,27.748541666666668
13,11,2012,25.308124999999997
13,11,2013,27.641180555555554
13,12,2012,25.253125
14,1,2014,58.48118055555555
14,2,2014,70.45749999999998
14,3,2013,35.60986111111111
14,3,2014,71.11701388888889
14,4,2013,32.26888888888889
14,4,2014,62.18041666666666
14,5,2013,57.42979166666666
14,5,2014,57.274027777777775
14,6,2013,54.67715277777778
14,7,2013,53.38708333333333
14,8,2013,52.393472222222215
14,9,2013,51.87979166666666
14,10,2012,25.83486111111111
14,10,2013,27.74791666666667
14,11,2012,25.30784722222222
14,11,2013,27.632152777777776
14,12,2012,25.23048611111111
15,1,2014,58.067083333333336
15,2,2014,70.66569444444443
15,3,2013,35.515208333333334
15,3,2014,70.94784722222221
15,4,2013,32.05708333333333
15,4,2014,61.79694444444445
15,5,2013,57.30298611111111
15,5,2014,57.20472222222222
15,6,2013,54.620694444444446
15,7,2013,53.34729166666666
15,8,2013,52.387361111111105
15,9,2013,51.87402777777777
15,10,2012,25.78472222222222
15,10,2013,27.753541666666667
15,11,2012,25.30638888888889
15,11,2013,27.629236111111112
15,12,2012,25.217708333333334
16,1,2014,57.36965277777777
16,2,2014,70.06083333333333
16,3,2013,35.416041666666665
16,3,2014,70.80173611111111
16,4,2013,31.859166666666667
16,4,2014,61.868611111111115
16,5,2013,57.17027777777777
16,5,2014,57.1275
16,6,2013,54.60763888888889
16,7,2013,53.28840277777776
16,8,2013,52.345416666666665
16,9,2013,51.86076388888888
16,10,2012,25.746805555555557
16,10,2013,27.73784722222222
16,11,2012,25.319652777777776
16,11,2013,27.623680555555556
16,12,2012,25.221666666666664
17,1,2014,56.78208333333333
17,2,2014,69.66041666666666
17,3,2013,35.30916666666667
17,3,2014,70.68270833333332
17,4,2013,31.66966666666667
17,4,2014,61.465416666666655
17,5,2013,57.01479166666667
17,5,2014,57.06194444444444
17,6,2013,54.536111111111104
17,7,2013,53.24722222222222
17,8,2013,52.32416666666666
17,9,2013,51.83347222222221
17,10,2012,25.703541666666666
17,10,2013,27.72194444444444
17,11,2012,25.332638888888887
17,11,2013,27.633333333333333
17,12,2012,25.223680555555553
18,1,2014,56.29958333333333
18,2,2014,69.37472222222223
18,3,2013,35.18263888888889
18,3,2014,70.67131944444444
18,4,2013,31.460902777777775
18,4,2014,61.08715277777777
18,5,2013,56.948680555555555
18,5,2014,57.04993055555555
18,6,2013,54.51305555555555
18,7,2013,53.25652777777778
18,8,2013,52.30291666666666
18,9,2013,51.80347222222222
18,10,2012,25.689375
18,10,2013,27.719791666666666
18,11,2012,25.33034722222222
18,11,2013,27.634305555555557
18,12,2012,25.234583333333333
19,1,2014,55.93895833333333
19,2,2014,69.13604166666667
19,3,2013,35.06527777777778
19,3,2014,70.474375
19,4,2013,31.308541666666663
19,4,2014,60.75930555555556
19,5,2013,56.875416666666666
19,5,2014,56.90604166666666
19,6,2013,54.43666666666667
19,7,2013,53.233472222222225
19,8,2013,52.31368055555556
19,9,2013,51.80291666666666
19,10,2012,25.661875
19,10,2013,27.718125
19,11,2012,25.35361111111111
19,11,2013,27.63458333333333
19,12,2012,25.24763888888889
20,1,2014,55.60458333333333
20,2,2014,68.879375
20,3,2013,34.982499999999995
20,3,2014,70.34340277777778
20,4,2013,31.906666666666666
20,4,2014,60.459166666666654
20,5,2013,56.74777777777777
20,5,2014,56.793125
20,6,2013,54.38569444444444
20,7,2013,53.19013888888888
20,8,2013,52.26645833333333
20,9,2013,51.7961111111111
20,10,2012,25.62986111111111
20,10,2013,27.72798611111111
20,11,2012,25.366736111111113
20,11,2013,27.63048611111111
20,12,2012,25.258194444444445
21,1,2014,55.30916666666667
21,2,2014,68.63437499999999
21,3,2013,34.95673611111111
21,3,2014,70.15229166666666
21,4,2013,32.43493055555555
21,4,2014,60.17819444444444
21,5,2013,56.59180555555555
21,5,2014,56.75812500000001
21,6,2013,54.34291666666667
21,7,2013,53.17125
21,8,2013,52.22770833333334
21,9,2013,51.757083333333334
21,10,2012,25.61006944444444
21,10,2013,27.72534722222222
21,11,2012,25.378819444444446
21,11,2013,27.790416666666665
21,12,2012,25.26472222222222
22,1,2014,55.06041666666667
22,2,2014,68.44215277777776
22,3,2013,34.9225
22,3,2014,69.91159722222221
22,4,2013,31.883819444444445
22,4,2014,59.91444444444444
22,5,2013,56.445208333333326
22,5,2014,56.751249999999985
22,6,2013,54.29541666666666
22,7,2013,53.11173611111111
22,8,2013,52.225972222222225
22,9,2013,51.62131944444444
22,10,2012,25.593402777777776
22,10,2013,27.69736111111111
22,11,2012,25.378402777777772
22,11,2013,28.358333333333334
22,12,2012,25.274722222222223
23,1,2014,54.90229166666666
23,2,2014,68.21263888888888
23,3,2013,34.82805555555555
23,3,2014,69.61993055555556
23,4,2013,31.625833333333333
23,4,2014,59.659791666666656
23,5,2013,56.320972222222224
23,5,2014,56.680625
23,6,2013,54.28055555555555
23,7,2013,53.03881944444444
23,8,2013,52.21958333333333
23,9,2013,51.53458333333333
23,10,2012,25.541597222222222
23,10,2013,27.678888888888885
23,11,2012,25.40020833333333
23,11,2013,28.49770833333333
23,12,2012,25.28590277777778
24,1,2014,54.70583333333333
24,2,2014,68.020625
24,3,2013,34.70368055555555
24,3,2014,69.33097222222221
24,4,2013,31.522638888888885
24,4,2014,59.55861111111111
24,5,2013,56.192638888888894
24,5,2014,56.595208333333325
24,6,2013,54.22624999999999
24,7,2013,52.97833333333333
24,8,2013,52.17159722222222
24,9,2013,51.52055555555555
24,10,2012,25.514861111111106
24,10,2013,27.656805555555554
24,11,2012,25.402569444444442
24,11,2013,28.49034722222222
24,12,2012,25.299236111111107
25,1,2014,54.55555555555555
25,2,2014,67.76875
25,3,2013,34.57416666666666
25,3,2014,68.98534722222222
25,4,2013,59.07986666666666
25,4,2014,59.38229166666666
25,5,2013,56.08659722222221
25,5,2014,56.52548611111111
25,6,2013,54.18680555555555
25,7,2013,52.95951388888888
25,8,2013,52.1875
25,9,2013,51.54826388888888
25,10,2012,25.468888888888888
25,10,2013,27.641041666666666
25,11,2012,25.390277777777776
25,11,2013,28.500902777777775
25,12,2012,25.31590277777778
26,1,2014,54.588055555555556
26,2,2014,67.66465277777777
26,3,2013,34.44722222222222
26,3,2014,68.64736111111111
26,4,2013,58.99182243744955
26,4,2014,59.24868055555556
26,5,2013,56.00923611111111
26,5,2014,56.465625
26,6,2013,54.15013888888889
26,7,2013,52.90756944444445
26,8,2013,52.184444444444445
26,9,2013,51.56381944444445
26,10,2012,25.42798611111111
26,10,2013,27.630277777777778
26,11,2012,25.380277777777778
26,11,2013,28.454236111111108
26,12,2012,25.318749999999998
27,1,2014,55.52569444444445
27,2,2014,67.37138888888887
27,3,2013,34.333124999999995
27,3,2014,68.24562499999999
27,4,2013,58.89527777777778
27,4,2014,59.07805555555555
27,5,2013,55.92680555555555
27,5,2014,56.38673611111111
27,6,2013,54.11333333333333
27,7,2013,52.85104166666666
27,8,2013,52.148888888888884
27,9,2013,51.551319444444445
27,10,2012,25.389999999999993
27,10,2013,27.624930555555554
27,11,2012,25.367638888888884
27,11,2013,28.398125
27,12,2012,25.328333333333333
28,1,2014,61.970000000000006
28,2,2014,66.9614492753623
28,3,2013,34.18833333333333
28,3,2014,67.91569444444444
28,4,2013,58.854097222222215
28,4,2014,58.85576388888888
28,5,2013,55.83965277777777
28,5,2014,56.3067361111111
28,6,2013,54.09298611111112
28,7,2013,52.794583333333335
28,8,2013,52.13152777777778
28,9,2013,51.53652777777777
28,10,2012,25.361944444444447
28,10,2013,27.628125
28,11,2012,25.33826388888889
28,11,2013,28.403076923076924
28,12,2012,25.330555555555556
29,1,2014,62.90777777777778
29,3,2013,34.05020833333333
29,3,2014,67.58930555555555
29,4,2013,58.82208333333333
29,4,2014,58.71388888888889
29,5,2013,55.79965277777777
29,5,2014,56.2286111111111
29,6,2013,54.05333333333334
29,7,2013,52.78673611111111
29,8,2013,52.142291666666665
29,9,2013,51.444722222222225
29,10,2012,25.35486111111111
29,10,2013,27.63451388888889
29,11,2012,25.332916666666666
29,12,2012,25.325902777777777
30,1,2014,63.49868055555555
30,3,2013,33.87416666666667
30,3,2014,67.11861111111111
30,4,2013,58.782291666666666
30,4,2014,58.56246376811595
30,5,2013,55.70666666666666
30,5,2014,56.165902777777774
30,6,2013,53.985833333333325
30,7,2013,52.74597222222222
30,8,2013,52.15784722222222
30,9,2013,51.290416666666665
30,10,2012,25.348819444444445
30,10,2013,27.642777777777773
30,11,2012,25.3175
30,12,2012,25.324791666666663
31,1,2014,70.8986231884058
31,3,2013,33.66645833333333
31,3,2014,66.73355072463768
31,5,2013,55.60402777777777
31,5,2014,56.14840579710145
31,7,2013,52.67471014492754
31,8,2013,52.16189485044712
31,10,2012,25.329791666666665
31,10,2013,27.640763888888888
31,12,2012,25.328333333333333
