Day,Month,Year,soil_moisture,Probe
23,9,2012,40.63118056,20916
23,9,2013,41.28993056,20916
23,10,2012,41.30479167,20916
23,10,2013,72.82236243,20916
23,11,2012,41.61916667,20916
23,11,2013,76.36821256,20916
23,12,2012,41.83034722,20916
24,1,2013,28.29027778,20916
24,1,2014,79.37159722,20916
24,2,2013,29.65,20916
24,3,2013,43.95111111,20916
24,4,2013,43.715625,20916
24,5,2013,76.73777778,20916
24,6,2013,75.27430556,20916
24,7,2013,73.92930556,20916
24,8,2013,73.07093548,20916
24,9,2012,40.68840278,20916
24,9,2013,41.31986111,20916
24,10,2012,41.30583333,20916
24,10,2013,72.42571831,20916
24,11,2012,41.63229167,20916
24,11,2013,78.84987103,20916
24,12,2012,41.84631944,20916
25,1,2013,28.385625,20916
25,1,2014,79.27298611,20916
25,2,2013,29.66513889,20916
25,3,2013,43.94875,20916
25,4,2013,68.95596154,20916
25,5,2013,76.68868056,20916
25,6,2013,75.20479167,20916
25,7,2013,73.93472222,20916
25,9,2012,40.71833333,20916
25,9,2013,41.31875,20916
25,10,2012,41.29715278,20916
25,10,2013,72.46978903,20916
25,11,2012,41.64041667,20916
25,11,2013,78.69499443,20916
25,12,2012,41.86458333,20916
26,1,2013,28.47333333,20916
26,1,2014,79.18368056,20916
26,2,2013,29.675625,20916
26,3,2013,43.94604167,20916
26,4,2013,68.96541667,20916
26,5,2013,76.648125,20916
26,6,2013,75.15194444,20916
26,7,2013,73.86173611,20916
26,9,2012,40.76368056,20916
26,9,2013,41.31159722,20916
26,10,2012,41.28569444,20916
26,10,2013,40.9160306,20916
26,11,2012,41.65125,20916
26,11,2013,78.05670743,20916
26,12,2012,41.87263889,20916
27,1,2013,28.56354167,20916
27,1,2014,79.27034722,20916
27,2,2013,29.68145833,20916
27,3,2013,43.94326389,20916
27,4,2013,68.94583333,20916
27,5,2013,76.61027778,20916
27,6,2013,75.10569444,20916
27,7,2013,73.80805556,20916
27,9,2012,40.80215278,20916
27,9,2013,41.30458333,20916
27,10,2012,41.26659722,20916
27,10,2013,40.87588294,20916
27,11,2012,41.66180556,20916
27,11,2013,78.14075204,20916
27,12,2012,41.89298611,20916
28,1,2013,28.64083333,20916
28,1,2014,85.94479167,20916
28,2,2013,29.68569444,20916
28,3,2013,43.94493056,20916
28,4,2013,68.93347222,20916
28,5,2013,76.57784722,20916
28,6,2013,75.08770833,20916
28,7,2013,73.76694444,20916
28,9,2012,40.83965278,20916
28,9,2013,41.288125,20916
28,10,2012,41.25270833,20916
28,10,2013,41.07876389,20916
28,11,2012,41.65347222,20916
28,11,2013,67.31732919,20916
28,12,2012,41.91083333,20916
29,1,2013,28.71986111,20916
29,1,2014,85.22444444,20916
29,3,2013,43.94013889,20916
29,4,2013,68.93069444,20916
29,5,2013,76.57555556,20916
29,6,2013,75.03472222,20916
29,7,2013,73.75631944,20916
29,9,2012,40.87555556,20916
29,9,2013,41.16236111,20916
29,10,2012,41.26576389,20916
29,10,2013,41.2526627,20916
29,11,2012,41.66284722,20916
29,11,2013,40.10813034,20916
29,12,2012,41.92125,20916
30,1,2013,28.79840278,20916
30,1,2014,82.96347222,20916
30,3,2013,43.94294872,20916
30,4,2013,68.92208333,20916
30,5,2013,76.51980392,20916
30,6,2013,74.97020833,20916
30,7,2013,73.67680556,20916
30,9,2012,40.91430556,20916
30,9,2013,72.23951201,20916
30,10,2012,41.27819444,20916
30,10,2013,40.88566585,20916
30,11,2012,41.65541667,20916
30,11,2013,77.40838525,20916
30,12,2012,41.93368056,20916
31,1,2013,28.86618056,20916
31,1,2014,84.0857971,20916
31,3,2013,43.93229167,20916
31,5,2013,76.48,20916
31,7,2013,73.62963768,20916
31,10,2012,41.27097222,20916
31,10,2013,40.76305921,20916
31,12,2012,41.94590278,20916
1,1,2013,29.77722222,20918
1,1,2014,66.64333333,20918
1,2,2013,20.61034722,20918
1,3,2013,20.74180556,20918
1,4,2013,30.02729167,20918
1,5,2013,64.57451389,20918
1,6,2013,61.56645833,20918
1,7,2013,60.56394231,20918
1,8,2013,59.90458333,20918
1,9,2013,60.19861111,20918
1,10,2012,32.12138889,20918
1,10,2013,60.26527778,20918
1,11,2012,30.61923611,20918
1,11,2013,60.00451389,20918
1,12,2012,30.235,20918
1,12,2013,63.44791667,20918
2,1,2013,29.77993056,20918
2,1,2014,66.64333333,20918
2,2,2013,20.63305556,20918
2,3,2013,20.72590278,20918
2,4,2013,30.03743056,20918
2,5,2013,64.51854167,20918
2,6,2013,61.50465278,20918
2,7,2013,60.5475,20918
2,8,2013,59.89145833,20918
2,9,2013,60.19652778,20918
2,10,2012,32.06784722,20918
2,10,2013,60.22763889,20918
2,11,2012,30.62284722,20918
2,11,2013,59.94423611,20918
2,12,2012,30.22263889,20918
2,12,2013,63.35048611,20918
3,1,2013,29.81388889,20918
3,1,2014,66.64333333,20918
3,2,2013,20.64631944,20918
3,3,2013,20.71479167,20918
3,4,2013,30.04125,20918
3,5,2013,64.47354167,20918
3,6,2013,61.43138889,20918
3,7,2013,60.51284167,20918
3,8,2013,59.86215278,20918
3,9,2013,60.20229167,20918
3,10,2012,32.01263889,20918
3,10,2013,60.23541667,20918
3,11,2012,30.62465278,20918
3,11,2013,59.88486111,20918
3,12,2012,30.19486111,20918
3,12,2013,63.28604167,20918
4,1,2013,29.82666667,20918
4,1,2014,66.64333333,20918
4,2,2013,20.655625,20918
4,3,2013,20.699375,20918
4,4,2013,30.02798611,20918
4,5,2013,64.42361111,20918
4,6,2013,61.37319444,20918
4,7,2013,60.49865833,20918
4,8,2013,59.863125,20918
4,9,2013,60.21180556,20918
4,10,2012,31.95493056,20918
4,10,2013,60.24625,20918
4,11,2012,30.62263889,20918
4,11,2013,59.84902778,20918
4,12,2012,30.155625,20918
4,12,2013,63.24847222,20918
5,1,2013,29.82493056,20918
5,1,2014,66.64333333,20918
5,2,2013,20.66046667,20918
5,3,2013,20.68715278,20918
5,4,2013,30.041875,20918
5,5,2013,64.36777778,20918
5,6,2013,61.31784722,20918
5,7,2013,60.47374444,20918
5,8,2013,59.859375,20918
5,9,2013,60.22597222,20918
5,10,2012,31.88673611,20918
5,10,2013,60.26145833,20918
5,11,2012,30.61020833,20918
5,11,2013,59.80381944,20918
5,12,2012,30.13618056,20918
5,12,2013,63.17645833,20918
6,1,2013,29.83326389,20918
6,1,2014,66.64333333,20918
6,2,2013,20.67701389,20918
6,3,2013,20.66555556,20918
6,4,2013,30.04479167,20918
6,5,2013,64.26826389,20918
6,6,2013,61.29125,20918
6,7,2013,60.42893333,20918
6,8,2013,59.84090278,20918
6,9,2013,60.229375,20918
6,10,2012,31.82465278,20918
6,10,2013,60.29291667,20918
6,11,2012,30.59368056,20918
6,11,2013,59.75055556,20918
6,12,2012,30.11888889,20918
6,12,2013,63.09472222,20918
7,1,2013,29.83118056,20918
7,1,2014,66.64333333,20918
7,2,2013,20.69569444,20918
7,3,2013,20.64472222,20918
7,4,2013,30.043125,20918
7,5,2013,64.17986111,20918
7,6,2013,61.23875,20918
7,7,2013,60.40125,20918
7,8,2013,59.82576389,20918
7,9,2013,60.24604167,20918
7,10,2012,31.76305556,20918
7,10,2013,60.28340278,20918
7,11,2012,30.58222222,20918
7,11,2013,59.70125,20918
7,12,2012,30.10972222,20918
7,12,2013,63.01923611,20918
8,1,2013,29.82472222,20918
8,1,2014,66.64333333,20918
8,2,2013,20.63284722,20918
8,3,2013,20.62881944,20918
8,4,2013,30.04048611,20918
8,5,2013,64.07111111,20918
8,6,2013,61.19576389,20918
8,7,2013,60.39667778,20918
8,8,2013,59.83951389,20918
8,9,2013,60.24104167,20918
8,10,2012,31.6975,20918
8,10,2013,60.21506944,20918
8,11,2012,30.575625,20918
8,11,2013,59.65451389,20918
8,12,2012,30.09319444,20918
8,12,2013,63.02930556,20918
9,1,2013,29.82854167,20918
9,1,2014,66.64333333,20918
9,2,2013,20.50847222,20918
9,3,2013,20.59819444,20918
9,4,2013,30.04097222,20918
9,5,2013,63.96222222,20918
9,6,2013,61.15,20918
9,7,2013,60.38635278,20918
9,8,2013,59.86243056,20918
9,9,2013,60.26409722,20918
9,10,2012,31.63354167,20918
9,10,2013,60.19326389,20918
9,11,2012,30.58625,20918
9,11,2013,59.60527778,20918
9,12,2012,30.08909722,20918
9,12,2013,63.03069444,20918
10,1,2013,29.83215278,20918
10,1,2014,66.64333333,20918
10,2,2013,20.44340278,20918
10,3,2013,20.58243056,20918
10,4,2013,30.04263889,20918
10,5,2013,63.86597222,20918
10,6,2013,61.09409722,20918
10,7,2013,60.37294722,20918
10,8,2013,59.84090278,20918
10,9,2013,60.29222222,20918
10,10,2012,31.56298611,20918
10,10,2013,60.20909722,20918
10,11,2012,30.58284722,20918
10,11,2013,59.566875,20918
10,12,2012,30.07916667,20918
10,12,2013,62.94638889,20918
11,1,2013,29.83597222,20918
11,2,2013,20.40597222,20918
11,3,2013,20.58541667,20918
11,4,2013,30.03076389,20918
11,5,2013,63.780625,20918
11,6,2013,61.063125,20918
11,7,2013,60.32751389,20918
11,8,2013,59.83923611,20918
11,9,2013,60.308125,20918
11,10,2012,31.47979167,20918
11,10,2013,60.24715278,20918
11,11,2012,30.57791667,20918
11,11,2013,59.52680556,20918
11,12,2012,30.07743056,20918
11,12,2013,62.81048611,20918
12,1,2013,29.84583333,20918
12,2,2013,20.33368056,20918
12,3,2013,20.57888889,20918
12,4,2013,30.02986111,20918
12,5,2013,63.705625,20918
12,6,2013,60.99875,20918
12,7,2013,60.28100833,20918
12,8,2013,59.83875,20918
12,9,2012,32.96269231,20918
12,9,2013,60.33,20918
12,10,2012,31.39673611,20918
12,10,2013,60.24708333,20918
12,11,2012,30.57215278,20918
12,11,2013,59.49875,20918
12,12,2012,30.07395833,20918
12,12,2013,62.67930556,20918
13,1,2013,29.85326389,20918
13,2,2013,20.31333333,20918
13,3,2013,20.56805556,20918
13,4,2013,30.02395833,20918
13,5,2013,63.60888889,20918
13,6,2013,60.95631944,20918
13,7,2013,60.24049167,20918
13,8,2013,59.83645833,20918
13,9,2012,32.930625,20918
13,9,2013,60.35805556,20918
13,10,2012,31.30715278,20918
13,10,2013,60.27041667,20918
13,11,2012,30.56111111,20918
13,11,2013,59.48104167,20918
13,12,2012,30.08263889,20918
13,12,2013,62.57548611,20918
14,1,2013,29.85194444,20918
14,2,2013,20.35652778,20918
14,3,2013,29.85606944,20918
14,4,2013,30.02909722,20918
14,5,2013,63.45888889,20918
14,6,2013,60.9125,20918
14,7,2013,60.232275,20918
14,8,2013,59.85680556,20918
14,9,2012,32.88020833,20918
14,9,2013,60.38763889,20918
14,10,2012,31.22298611,20918
14,10,2013,60.20430556,20918
14,11,2012,30.54881944,20918
14,11,2013,59.46243056,20918
14,12,2012,30.07069444,20918
14,12,2013,62.55659722,20918
15,1,2013,31.17319444,20918
15,2,2013,20.46402778,20918
15,3,2013,29.866875,20918
15,4,2013,30.031875,20918
15,5,2013,63.31326389,20918
15,6,2013,60.87444444,20918
15,7,2013,60.22167222,20918
15,8,2013,59.88173611,20918
15,9,2012,32.83083333,20918
15,9,2013,60.42916667,20918
15,10,2012,31.13138889,20918
15,10,2013,60.17479167,20918
15,11,2012,30.53909722,20918
15,11,2013,59.40611111,20918
15,12,2012,30.05305556,20918
15,12,2013,62.57631944,20918
16,1,2013,30.4675,20918
16,2,2013,20.57326389,20918
16,3,2013,29.87979167,20918
16,4,2013,30.03263889,20918
16,5,2013,63.17152778,20918
16,6,2013,60.85590278,20918
16,7,2013,60.17568056,20918
16,8,2013,59.88222222,20918
16,9,2012,32.78326389,20918
16,9,2013,60.46069444,20918
16,10,2012,31.04069444,20918
16,10,2013,60.19986111,20918
16,11,2012,30.52770833,20918
16,11,2013,59.33201389,20918
16,12,2012,30.03534722,20918
16,12,2013,62.59694444,20918
17,1,2013,30.13388889,20918
17,2,2013,20.62993056,20918
17,3,2013,29.87513889,20918
17,4,2013,30.03534722,20918
17,5,2013,63.02756944,20918
17,6,2013,60.82388889,20918
17,7,2013,60.153225,20918
17,8,2013,59.895625,20918
17,9,2012,32.734375,20918
17,9,2013,60.46972222,20918
17,10,2012,30.95131944,20918
17,10,2013,60.24104167,20918
17,11,2012,30.508125,20918
17,11,2013,59.27236111,20918
17,12,2012,30.01951389,20918
17,12,2013,62.57722222,20918
18,1,2013,30.02067308,20918
18,2,2013,20.73555556,20918
18,3,2013,29.87645833,20918
18,4,2013,30.04020833,20918
18,5,2013,62.91840278,20918
18,6,2013,60.80798611,20918
18,7,2013,60.15963056,20918
18,8,2013,59.91805556,20918
18,9,2012,32.68236111,20918
18,9,2013,60.47284722,20918
18,10,2012,30.89944444,20918
18,10,2013,60.25826389,20918
18,11,2012,30.49576389,20918
18,11,2013,59.21875,20918
18,12,2012,30.00826389,20918
18,12,2013,62.50715278,20918
19,1,2013,20.12423611,20918
19,2,2013,20.85166667,20918
19,3,2013,29.89347222,20918
19,4,2013,30.04215278,20918
19,5,2013,62.83847222,20918
19,6,2013,60.74951389,20918
19,7,2013,60.15527222,20918
19,8,2013,59.94777778,20918
19,9,2012,32.63798611,20918
19,9,2013,60.50111111,20918
19,10,2012,30.85291667,20918
19,10,2013,60.22743056,20918
19,11,2012,30.49222222,20918
19,11,2013,59.14347222,20918
19,12,2012,29.99743056,20918
19,12,2013,62.42986111,20918
20,1,2013,20.18194444,20918
20,2,2013,20.87736111,20918
20,3,2013,29.90152778,20918
20,4,2013,30.02388889,20918
20,5,2013,62.72958333,20918
20,6,2013,60.71305556,20918
20,7,2013,60.12893889,20918
20,8,2013,59.93270833,20918
20,9,2012,32.59152778,20918
20,9,2013,60.52652778,20918
20,10,2012,30.81583333,20918
20,10,2013,60.17229167,20918
20,11,2012,30.47583333,20918
20,11,2013,59.08215278,20918
20,12,2012,29.98152778,20918
20,12,2013,62.37715278,20918
21,1,2013,20.25743056,20918
21,2,2013,20.88673611,20918
21,3,2013,29.93006944,20918
21,4,2013,30.03861111,20918
21,5,2013,62.58631944,20918
21,6,2013,60.68826389,20918
21,7,2013,60.14224722,20918
21,8,2013,59.94048611,20918
21,9,2012,32.55756944,20918
21,9,2013,60.52784722,20918
21,10,2012,30.78979167,20918
21,10,2013,60.16708333,20918
21,11,2012,30.45395833,20918
21,11,2013,62.125625,20918
21,12,2012,29.96506944,20918
21,12,2013,62.29715278,20918
22,1,2013,20.30306667,20918
22,2,2013,20.90361111,20918
22,3,2013,29.953125,20918
22,4,2013,30.04465278,20918
22,5,2013,62.44111111,20918
22,6,2013,60.65951389,20918
22,7,2013,60.12181389,20918
22,8,2013,60.00381944,20918
22,9,2012,32.52243056,20918
22,9,2013,60.42236111,20918
22,10,2012,30.77270833,20918
22,10,2013,60.11840278,20918
22,11,2012,30.44805556,20918
22,11,2013,64.78083333,20918
22,12,2012,29.94430556,20918
22,12,2013,62.17743056,20918
23,1,2013,20.35818841,20918
23,2,2013,20.9134058,20918
23,3,2013,29.96416667,20918
23,4,2013,30.0465942,20918
23,5,2013,62.30861111,20918
23,6,2013,60.64736111,20918
23,7,2013,60.069625,20918
23,8,2013,60.01236111,20918
23,9,2012,32.48451389,20918
23,9,2013,60.36833333,20918
23,10,2012,30.73513889,20918
23,10,2013,60.03298611,20918
23,11,2012,30.44333333,20918
23,11,2013,64.74715278,20918
23,12,2012,29.91673611,20918
23,12,2013,62.08256944,20918
24,1,2013,20.39528986,20918
24,2,2013,20.91291667,20918
24,3,2013,29.97131944,20918
24,4,2013,30.03784722,20918
24,5,2013,62.17493056,20918
24,6,2013,60.62270833,20918
24,7,2013,60.04616389,20918
24,8,2013,60.00668245,20918
24,9,2012,32.45152778,20918
24,9,2013,60.35854167,20918
24,10,2012,30.71493056,20918
24,10,2013,59.98458333,20918
24,11,2012,30.41027778,20918
24,11,2013,64.44145833,20918
24,12,2012,29.88284722,20918
24,12,2013,61.98923611,20918
25,1,2013,20.4332,20918
25,2,2013,20.91833333,20918
25,3,2013,29.97618056,20918
25,4,2013,64.64426667,20918
25,5,2013,62.03881944,20918
25,6,2013,60.605,20918
25,7,2013,60.05222222,20918
25,9,2012,32.40930556,20918
25,9,2013,60.40236111,20918
25,10,2012,30.69604167,20918
25,10,2013,59.98319444,20918
25,11,2012,30.37993056,20918
25,11,2013,64.23583333,20918
25,12,2012,29.84708333,20918
25,12,2013,61.88229167,20918
26,1,2013,20.47006944,20918
26,2,2013,20.91597222,20918
26,3,2013,29.98208333,20918
26,4,2013,64.63982456,20918
26,5,2013,61.92854167,20918
26,6,2013,60.60465278,20918
26,7,2013,60.02123889,20918
26,9,2012,32.36666667,20918
26,9,2013,60.44652778,20918
26,10,2012,30.67465278,20918
26,10,2013,60.00291667,20918
26,11,2012,30.36902778,20918
26,11,2013,64.13097222,20918
26,12,2012,29.82284722,20918
26,12,2013,61.75625,20918
27,1,2013,20.50326389,20918
27,2,2013,20.85673611,20918
27,3,2013,29.98534722,20918
27,4,2013,64.63194444,20918
27,5,2013,61.83083333,20918
27,6,2013,60.59319444,20918
27,7,2013,60.00372778,20918
27,9,2012,32.32,20918
27,9,2013,60.48743056,20918
27,10,2012,30.65006944,20918
27,10,2013,59.99951389,20918
27,11,2012,30.35340278,20918
27,11,2013,64.08138889,20918
27,12,2012,29.81944444,20918
27,12,2013,61.6025,20918
28,1,2013,20.525,20918
28,2,2013,20.76076389,20918
28,3,2013,29.99576389,20918
28,4,2013,64.62111111,20918
28,5,2013,61.74770833,20918
28,6,2013,60.61909722,20918
28,7,2013,59.99473056,20918
28,9,2012,32.27291667,20918
28,9,2013,60.50847222,20918
28,10,2012,30.63256944,20918
28,10,2013,59.99618056,20918
28,11,2012,30.32805556,20918
28,11,2013,64.05095238,20918
28,12,2012,29.82090278,20918
28,12,2013,61.55375,20918
29,1,2013,20.55159722,20918
29,3,2013,30.00416667,20918
29,4,2013,64.61305556,20918
29,5,2013,61.70986111,20918
29,6,2013,60.60395833,20918
29,7,2013,59.98985,20918
29,9,2012,32.21979167,20918
29,9,2013,60.43611111,20918
29,10,2012,30.62993056,20918
29,10,2013,60.00027778,20918
29,11,2012,30.29916667,20918
29,12,2012,29.81229167,20918
29,12,2013,61.50680556,20918
30,1,2013,20.57895833,20918
30,3,2013,30.01347222,20918
30,4,2013,64.6090377,20918
30,5,2013,61.64770833,20918
30,6,2013,60.57381944,20918
30,7,2013,59.93593611,20918
30,9,2012,32.169375,20918
30,9,2013,60.32421784,20918
30,10,2012,30.62854167,20918
30,10,2013,60.01291667,20918
30,11,2012,30.26506944,20918
30,12,2012,29.79618056,20918
30,12,2013,61.47819444,20918
31,1,2013,20.59673611,20918
31,3,2013,30.02104167,20918
31,5,2013,61.58902778,20918
31,7,2013,59.90881341,20918
31,10,2012,30.618125,20918
31,10,2013,60.03637064,20918
31,12,2012,29.78527778,20918
31,12,2013,61.41861111,20918
1,1,2013,63.6566,20922
1,1,2014,69.901875,20922
1,2,2013,36.12145833,20922
1,2,2014,78.97908905,20922
1,3,2013,36.39840278,20922
1,3,2014,76.92158578,20922
1,4,2013,38.07645833,20922
1,4,2014,79.39194444,20922
1,5,2013,67.24027778,20922
1,5,2014,69.48012939,20922
1,6,2013,64.04465278,20922
1,7,2013,62.12826389,20922
1,8,2013,60.93305556,20922
1,9,2013,60.43465278,20922
1,10,2012,34.88375,20922
1,10,2013,60.36284722,20922
1,11,2012,34.57736111,20922
1,11,2013,31.05159722,20922
1,12,2012,34.19354167,20922
1,12,2013,65.16125,20922
2,1,2013,33.29493056,20922
2,1,2014,69.79847222,20922
2,2,2013,36.20986111,20922
2,2,2014,78.78973214,20922
2,3,2013,36.35298611,20922
2,3,2014,77.15033638,20922
2,4,2013,38.03916667,20922
2,4,2014,81.31331019,20922
2,5,2013,67.07625,20922
2,5,2014,67.24562137,20922
2,6,2013,63.92986111,20922
2,7,2013,62.07493056,20922
2,8,2013,60.90472222,20922
2,9,2013,60.40055556,20922
2,10,2012,34.80256944,20922
2,10,2013,60.40118056,20922
2,11,2012,34.58777778,20922
2,11,2013,30.98819444,20922
2,12,2012,34.141875,20922
2,12,2013,65.04604167,20922
3,1,2013,33.33534722,20922
3,1,2014,69.43638889,20922
3,2,2013,36.28743056,20922
3,2,2014,78.81846795,20922
3,3,2013,36.33180556,20922
3,3,2014,79.26006579,20922
3,4,2013,37.95930556,20922
3,4,2014,82.05293056,20922
3,5,2013,66.92513889,20922
3,5,2014,66.91131807,20922
3,6,2013,63.81277778,20922
3,7,2013,62.00590278,20922
3,8,2013,60.85784722,20922
3,9,2013,60.41361111,20922
3,10,2012,34.7025,20922
3,10,2013,60.45701389,20922
3,11,2012,34.59590278,20922
3,11,2013,30.99041667,20922
3,12,2012,34.09479167,20922
3,12,2013,64.986875,20922
4,1,2013,33.35583333,20922
4,1,2014,69.09652778,20922
4,2,2013,36.34041667,20922
4,2,2014,78.95,20922
4,3,2013,36.29368056,20922
4,3,2014,81.81836806,20922
4,4,2013,37.90243056,20922
4,4,2014,83.55662709,20922
4,5,2013,66.77020833,20922
4,5,2014,57.29938605,20922
4,6,2013,63.72451389,20922
4,7,2013,61.96645833,20922
4,8,2013,60.85805556,20922
4,9,2013,60.40402778,20922
4,10,2012,34.63076389,20922
4,10,2013,60.48458333,20922
4,11,2012,34.59368056,20922
4,11,2013,31.01659722,20922
4,12,2012,34.03659722,20922
4,12,2013,64.93173611,20922
5,1,2013,33.36555556,20922
5,1,2014,68.64541667,20922
5,2,2013,36.37111111,20922
5,2,2014,79.63786706,20922
5,3,2013,36.27111111,20922
5,3,2014,81.44075542,20922
5,4,2013,38.02131944,20922
5,4,2014,53.29,20922
5,5,2013,66.63361111,20922
5,5,2014,47.67866667,20922
5,6,2013,63.63576389,20922
5,7,2013,61.91756944,20922
5,8,2013,60.83736111,20922
5,9,2013,60.39986111,20922
5,10,2012,34.56034722,20922
5,10,2013,60.52423611,20922
5,11,2012,34.57833333,20922
5,11,2013,31.03694444,20922
5,12,2012,33.98722222,20922
5,12,2013,64.85909722,20922
6,1,2013,33.40381944,20922
6,1,2014,70.59909722,20922
6,2,2013,36.44277778,20922
6,2,2014,78.91093546,20922
6,3,2013,36.21847222,20922
6,3,2014,81.90254575,20922
6,4,2013,38.10902778,20922
6,4,2014,77.32927579,20922
6,5,2013,66.50736111,20922
6,6,2013,63.55770833,20922
6,7,2013,61.8525,20922
6,8,2013,60.80027778,20922
6,9,2013,60.40979167,20922
6,10,2012,34.51701389,20922
6,10,2013,60.60277778,20922
6,11,2012,34.56236111,20922
6,11,2013,31.05381944,20922
6,12,2012,33.93013889,20922
6,12,2013,64.7625,20922
7,1,2013,33.41159722,20922
7,1,2014,73.42930556,20922
7,2,2013,36.50381944,20922
7,2,2014,79.61673611,20922
7,3,2013,36.17056818,20922
7,3,2014,81.50145974,20922
7,4,2013,38.14173611,20922
7,4,2014,79.57313492,20922
7,5,2013,66.39486111,20922
7,6,2013,63.503125,20922
7,7,2013,61.82555556,20922
7,8,2013,60.79305556,20922
7,9,2013,60.40965278,20922
7,10,2012,34.46416667,20922
7,10,2013,60.50430556,20922
7,11,2012,34.55229167,20922
7,11,2013,31.0775,20922
7,12,2012,33.89979167,20922
7,12,2013,64.71284722,20922
8,1,2013,33.39895833,20922
8,1,2014,74.37715278,20922
8,2,2013,36.531875,20922
8,2,2014,79.70916667,20922
8,3,2013,36.12409722,20922
8,3,2014,81.76143177,20922
8,4,2013,38.14430556,20922
8,4,2014,81.15145833,20922
8,5,2013,66.29819444,20922
8,6,2013,63.44354167,20922
8,7,2013,61.79194444,20922
8,8,2013,60.81715278,20922
8,9,2013,60.39118056,20922
8,10,2012,34.41465278,20922
8,10,2013,60.37548611,20922
8,11,2012,34.54958333,20922
8,11,2013,31.07701389,20922
8,12,2012,33.86214286,20922
8,12,2013,64.71895833,20922
9,1,2013,33.39694444,20922
9,1,2014,75.23486111,20922
9,2,2013,36.55069444,20922
9,2,2014,79.88102869,20922
9,3,2013,36.0475,20922
9,3,2014,82.01383044,20922
9,4,2013,38.13027778,20922
9,4,2014,76.7558907,20922
9,5,2013,66.21833333,20922
9,6,2013,63.36333333,20922
9,7,2013,61.76347222,20922
9,8,2013,60.83409722,20922
9,9,2013,60.42652778,20922
9,10,2012,34.38236111,20922
9,10,2013,60.428125,20922
9,11,2012,34.57472222,20922
9,11,2013,31.08895833,20922
9,12,2013,64.69486111,20922
10,1,2013,33.39680556,20922
10,1,2014,75.87645833,20922
10,2,2013,36.56104167,20922
10,2,2014,79.56418241,20922
10,3,2013,36.0775,20922
10,3,2014,83.1484036,20922
10,4,2013,38.09881944,20922
10,4,2014,76.70254227,20922
10,5,2013,66.13930556,20922
10,6,2013,63.25847222,20922
10,7,2013,61.73125,20922
10,8,2013,60.75673611,20922
10,9,2013,60.43645833,20922
10,10,2012,34.35159722,20922
10,10,2013,60.52875,20922
10,11,2012,34.59777778,20922
10,11,2013,31.08291667,20922
10,12,2012,33.76923077,20922
10,12,2013,64.62256944,20922
11,1,2013,33.38256944,20922
11,1,2014,76.01784722,20922
11,2,2013,36.580625,20922
11,2,2014,80.07257188,20922
11,3,2013,36.41819444,20922
11,3,2014,83.27387358,20922
11,4,2013,38.04659722,20922
11,4,2014,67.85833333,20922
11,5,2013,66.08055556,20922
11,6,2013,63.21569444,20922
11,7,2013,61.66986111,20922
11,8,2013,60.745625,20922
11,9,2013,60.44756944,20922
11,10,2012,34.30319444,20922
11,10,2013,60.59965278,20922
11,11,2012,34.64465278,20922
11,11,2013,31.06833333,20922
11,12,2012,33.73638889,20922
11,12,2013,64.50170213,20922
12,1,2013,33.38798611,20922
12,1,2014,76.12666667,20922
12,2,2013,36.58402778,20922
12,2,2014,79.52031404,20922
12,3,2013,36.73361111,20922
12,3,2014,83.56457307,20922
12,4,2013,38.0375,20922
12,4,2014,77.58031101,20922
12,5,2013,66.02145833,20922
12,6,2013,63.11125,20922
12,7,2013,61.61465278,20922
12,8,2013,60.74930556,20922
12,9,2012,36.92706197,20922
12,9,2013,60.44180556,20922
12,10,2012,34.27652778,20922
12,10,2013,60.60555556,20922
12,11,2012,34.65652778,20922
12,11,2013,31.11590278,20922
12,12,2012,33.70263889,20922
12,12,2013,64.38868056,20922
13,1,2013,33.39770833,20922
13,1,2014,76.19319444,20922
13,2,2013,36.58472222,20922
13,2,2014,79.20958333,20922
13,3,2013,36.96138889,20922
13,3,2014,89.37,20922
13,4,2013,38.01229167,20922
13,4,2014,78.00457696,20922
13,5,2013,65.94173611,20922
13,6,2013,63.02916667,20922
13,7,2013,61.58,20922
13,8,2013,60.72638889,20922
13,9,2012,36.83138889,20922
13,9,2013,60.47763889,20922
13,10,2012,34.24722222,20922
13,10,2013,60.60534722,20922
13,11,2012,34.63743056,20922
13,11,2013,31.15486111,20922
13,12,2012,33.70444444,20922
13,12,2013,64.33513889,20922
14,1,2013,33.41034722,20922
14,1,2014,75.96194444,20922
14,2,2013,36.58659722,20922
14,2,2014,80.52156703,20922
14,3,2013,37.13333333,20922
14,3,2014,86.06696644,20922
14,4,2013,37.98145833,20922
14,4,2014,75.88715332,20922
14,5,2013,65.82784722,20922
14,6,2013,62.97194444,20922
14,7,2013,61.55590278,20922
14,8,2013,60.69902778,20922
14,9,2012,36.694375,20922
14,9,2013,60.51041667,20922
14,10,2012,34.22736111,20922
14,10,2013,60.44645833,20922
14,11,2012,34.62659722,20922
14,11,2013,31.15,20922
14,12,2012,33.68666667,20922
14,12,2013,64.32888889,20922
15,1,2013,33.46173611,20922
15,1,2014,75.82548611,20922
15,2,2013,36.55791667,20922
15,2,2014,83.32392281,20922
15,3,2013,37.26645833,20922
15,3,2014,82.28580936,20922
15,4,2013,37.89395833,20922
15,4,2014,61.915,20922
15,5,2013,65.74034722,20922
15,6,2013,62.91888889,20922
15,7,2013,61.51736111,20922
