 ******* Program HYDRUS
 ******* 
 infiltration of water to soil                                           
 Date:  27. 4.    Time:  20:41:50
 Units: L = cm   , T = hours, M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0010  0.00000E+00  0.00000E+00 -0.12159E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12159E-07  0.00000E+00  0.00000E+00  0.44371E+00  0.00000E+00  0.18044E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.00000E+00      1  0.00000E+00      0.000
       1.0000  0.00000E+00  0.00000E+00 -0.34086E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10153E-06  0.00000E+00  0.00000E+00 -0.45653E+01  0.00000E+00  0.17548E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.22341E-06     33  0.00000E+00      0.000
       2.0000  0.00000E+00  0.00000E+00  0.59605E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10950E-06  0.00000E+00  0.00000E+00 -0.21515E+01  0.00000E+00  0.21887E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.29553E-06     54  0.00000E+00      0.000
       3.0000  0.00000E+00  0.00000E+00 -0.32425E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.63121E-07  0.00000E+00  0.00000E+00 -0.14667E+00  0.00000E+00  0.18219E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.32866E-06     75  0.00000E+00      0.000
       4.0000  0.00000E+00  0.00000E+00 -0.77486E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.97803E-07  0.00000E+00  0.00000E+00 -0.18192E+00  0.00000E+00  0.18260E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.40408E-06     96  0.00000E+00      0.000
       5.0000  0.00000E+00  0.00000E+00 -0.11921E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.37558E-07  0.00000E+00  0.00000E+00 -0.20196E+00  0.00000E+00  0.18061E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.43255E-06    117  0.00000E+00      0.000
       6.0000  0.00000E+00  0.00000E+00 -0.73314E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.25215E-07  0.00000E+00  0.00000E+00 -0.23005E+00  0.00000E+00  0.18054E+03  0.00000E+00  0.00000E+00  0.90307E+02  0.12159E-07  0.48631E-06    138  0.00000E+00      0.000
       7.0000 -0.20000E+00  0.00000E+00 -0.20001E+00  0.00000E+00  0.00000E+00 -0.18200E-03  0.00000E+00 -0.18200E-03  0.00000E+00  0.00000E+00  0.23824E+00  0.00000E+00  0.18094E+03  0.10774E-04  0.98039E-08  0.90307E+02  0.18202E-03  0.53916E-06    159  0.00000E+00      0.000
       8.0000  0.88218E-02  0.17821E-03  0.88392E-02  0.00000E+00  0.00000E+00 -0.19996E+00  0.18890E-06 -0.86199E-04  0.00000E+00  0.00000E+00 -0.63750E-01  0.00000E+00  0.17994E+03  0.00000E+00  0.19987E+00  0.90307E+02  0.15451E-01  0.15366E-01    191  0.00000E+00      0.000
       9.0000  0.38228E-01  0.77225E-03  0.38223E-01  0.00000E+00  0.00000E+00 -0.19110E+00  0.17912E-03  0.87712E-02  0.00000E+00  0.00000E+00 -0.40053E+01  0.00000E+00  0.17603E+03  0.00000E+00  0.19987E+00  0.90298E+02  0.15451E-01  0.24223E-01    214  0.00000E+00      0.000
      10.0000  0.97040E-01  0.19603E-02  0.97036E-01  0.00000E+00  0.00000E+00 -0.15280E+00  0.95299E-03  0.47079E-01  0.00000E+00  0.00000E+00 -0.81341E+01  0.00000E+00  0.17212E+03  0.00000E+00  0.19987E+00  0.90260E+02  0.15451E-01  0.62531E-01    235  0.00000E+00      0.000
      11.0000  0.17349E+00  0.35048E-02  0.17350E+00  0.00000E+00  0.00000E+00 -0.55641E-01  0.29156E-02  0.14423E+00  0.00000E+00  0.00000E+00 -0.13763E+02  0.00000E+00  0.16762E+03  0.00000E+00  0.19987E+00  0.90163E+02  0.15451E-01  0.15968E+00    256  0.00000E+00      0.000
      12.0000  0.24113E+00  0.48711E-02  0.24113E+00  0.00000E+00  0.00000E+00  0.11797E+00  0.64228E-02  0.31784E+00  0.00000E+00  0.00000E+00 -0.21674E+02  0.00000E+00  0.16328E+03  0.00000E+00  0.19987E+00  0.89989E+02  0.15451E-01  0.33329E+00    277  0.00000E+00      0.000
      13.0000  0.24057E+00  0.48598E-02  0.24057E+00  0.00000E+00  0.00000E+00  0.35910E+00  0.11294E-01  0.55897E+00  0.00000E+00  0.00000E+00 -0.33454E+02  0.00000E+00  0.15944E+03  0.00000E+00  0.19987E+00  0.89748E+02  0.15451E-01  0.57442E+00    298  0.00000E+00      0.000
      14.0000  0.24001E+00  0.48485E-02  0.24001E+00  0.00000E+00  0.00000E+00  0.59966E+00  0.16154E-01  0.79954E+00  0.00000E+00  0.00000E+00 -0.45067E+02  0.00000E+00  0.15621E+03  0.00000E+00  0.19987E+00  0.89507E+02  0.15451E-01  0.81499E+00    319  0.00000E+00      0.000
      15.0000  0.23945E+00  0.48372E-02  0.23944E+00  0.00000E+00  0.00000E+00  0.83967E+00  0.21002E-01  0.10395E+01  0.00000E+00  0.00000E+00 -0.60032E+02  0.00000E+00  0.15369E+03  0.00000E+00  0.19987E+00  0.89267E+02  0.15451E-01  0.10550E+01    340  0.00000E+00      0.000
      16.0000  0.23889E+00  0.48259E-02  0.23889E+00  0.00000E+00  0.00000E+00  0.10791E+01  0.25839E-01  0.12790E+01  0.00000E+00  0.00000E+00 -0.80884E+02  0.00000E+00  0.15137E+03  0.00000E+00  0.19987E+00  0.89028E+02  0.15451E-01  0.12944E+01    361  0.00000E+00      0.000
      17.0000  0.23833E+00  0.48145E-02  0.23833E+00  0.00000E+00  0.00000E+00  0.13180E+01  0.30665E-01  0.15179E+01  0.00000E+00  0.00000E+00 -0.11301E+03  0.00000E+00  0.14949E+03  0.00000E+00  0.19987E+00  0.88789E+02  0.15451E-01  0.15333E+01    382  0.00000E+00      0.000
      18.0000  0.23777E+00  0.48032E-02  0.23777E+00  0.00000E+00  0.00000E+00  0.15563E+01  0.35480E-01  0.17562E+01  0.00000E+00  0.00000E+00 -0.16702E+03  0.00000E+00  0.14770E+03  0.00000E+00  0.19987E+00  0.88551E+02  0.15451E-01  0.17717E+01    403  0.00000E+00      0.000
      19.0000  0.23721E+00  0.47919E-02  0.23721E+00  0.00000E+00  0.00000E+00  0.17941E+01  0.40283E-01  0.19940E+01  0.00000E+00  0.00000E+00 -0.26820E+03  0.00000E+00  0.14607E+03  0.00000E+00  0.19987E+00  0.88313E+02  0.15451E-01  0.20094E+01    424  0.00000E+00      0.000
      20.0000  0.23665E+00  0.47806E-02  0.23665E+00  0.00000E+00  0.00000E+00  0.20313E+01  0.45075E-01  0.22312E+01  0.00000E+00  0.00000E+00 -0.47351E+03  0.00000E+00  0.14467E+03  0.00000E+00  0.19987E+00  0.88076E+02  0.15451E-01  0.22466E+01    445  0.00000E+00      0.000
      21.0000  0.23609E+00  0.47693E-02  0.23609E+00  0.00000E+00  0.00000E+00  0.22680E+01  0.49855E-01  0.24678E+01  0.00000E+00  0.00000E+00 -0.98726E+03  0.00000E+00  0.14333E+03  0.00000E+00  0.19987E+00  0.87839E+02  0.15451E-01  0.24833E+01    466  0.00000E+00      0.000
      22.0000  0.23553E+00  0.47580E-02  0.23553E+00  0.00000E+00  0.00000E+00  0.25040E+01  0.54625E-01  0.27039E+01  0.00000E+00  0.00000E+00 -0.24719E+04  0.00000E+00  0.14203E+03  0.00000E+00  0.19987E+00  0.87603E+02  0.15451E-01  0.27194E+01    487  0.00000E+00      0.000
      23.0000  0.23497E+00  0.47467E-02  0.14042E+00  0.00000E+00  0.00000E+00  0.27396E+01  0.59383E-01  0.28887E+01  0.00000E+00  0.00000E+00 -0.29434E+04  0.00000E+00  0.14080E+03  0.00000E+00  0.19987E+00  0.87418E+02  0.15451E-01  0.29042E+01    508  0.00000E+00      0.000
      24.0000  0.23441E+00  0.47354E-02  0.11776E+00  0.00000E+00  0.00000E+00  0.29745E+01  0.64129E-01  0.30314E+01  0.00000E+00  0.00000E+00 -0.29325E+04  0.00000E+00  0.13974E+03  0.00000E+00  0.19987E+00  0.87275E+02  0.15451E-01  0.30468E+01    529  0.00000E+00      0.000
      25.0000  0.23385E+00  0.47240E-02  0.10502E+00  0.00000E+00  0.00000E+00  0.32089E+01  0.68864E-01  0.31573E+01  0.00000E+00  0.00000E+00 -0.29216E+04  0.00000E+00  0.13874E+03  0.00000E+00  0.19987E+00  0.87148E+02  0.15451E-01  0.31728E+01    550  0.00000E+00      0.000
      26.0000  0.23329E+00  0.47127E-02  0.96100E-01  0.00000E+00 -0.40316E-05  0.34428E+01  0.73588E-01  0.32719E+01  0.00000E+00 -0.16218E-05 -0.29107E+04  0.00000E+00  0.13777E+03  0.00000E+00  0.19987E+00  0.87032E+02  0.15451E-01  0.32873E+01    571  0.00000E+00      0.000
      27.0000  0.23273E+00  0.47014E-02  0.88773E-01  0.00000E+00 -0.40316E-05  0.36761E+01  0.78301E-01  0.33779E+01  0.00000E+00 -0.36455E-05 -0.28999E+04  0.00000E+00  0.13683E+03  0.00000E+00  0.19987E+00  0.86924E+02  0.15451E-01  0.33934E+01    592  0.00000E+00      0.000
      28.0000  0.23217E+00  0.46901E-02  0.82660E-01  0.00000E+00 -0.40316E-05  0.39088E+01  0.83002E-01  0.34768E+01  0.00000E+00 -0.60694E-05 -0.28890E+04  0.00000E+00  0.13592E+03  0.00000E+00  0.19987E+00  0.86823E+02  0.15451E-01  0.34923E+01    613  0.00000E+00      0.000
      29.0000  0.23161E+00  0.46788E-02  0.77525E-01  0.00000E+00 -0.40316E-05  0.41410E+01  0.87692E-01  0.35694E+01  0.00000E+00 -0.76939E-05 -0.28781E+04  0.00000E+00  0.13516E+03  0.00000E+00  0.19987E+00  0.86728E+02  0.15451E-01  0.35849E+01    634  0.00000E+00      0.000
      30.0000  0.23105E+00  0.46675E-02  0.73590E-01  0.00000E+00  0.00000E+00  0.43726E+01  0.92371E-01  0.36573E+01  0.00000E+00 -0.86982E-05 -0.28673E+04  0.00000E+00  0.13497E+03  0.00000E+00  0.19987E+00  0.86637E+02  0.15451E-01  0.36728E+01    655  0.00000E+00      0.000
      31.0000  0.23049E+00  0.46561E-02  0.69399E-01  0.00000E+00 -0.40316E-05  0.46036E+01  0.97039E-01  0.37407E+01  0.00000E+00 -0.10923E-04 -0.28564E+04  0.00000E+00  0.13476E+03  0.00000E+00  0.19987E+00  0.86551E+02  0.15451E-01  0.37562E+01    676  0.00000E+00      0.000
      32.0000  0.22993E+00  0.46448E-02  0.66579E-01  0.00000E+00 -0.40316E-05  0.48341E+01  0.10169E+00  0.38202E+01  0.00000E+00 -0.12950E-04 -0.28455E+04  0.00000E+00  0.13452E+03  0.00000E+00  0.19987E+00  0.86469E+02  0.15451E-01  0.38356E+01    697  0.00000E+00      0.000
      33.0000  0.22937E+00  0.46335E-02  0.63820E-01  0.00000E+00  0.00000E+00  0.50640E+01  0.10634E+00  0.38966E+01  0.00000E+00 -0.15154E-04 -0.28346E+04  0.00000E+00  0.13428E+03  0.00000E+00  0.19987E+00  0.86389E+02  0.15451E-01  0.39120E+01    718  0.00000E+00      0.000
      34.0000  0.22881E+00  0.46222E-02  0.61494E-01  0.00000E+00  0.00000E+00  0.52934E+01  0.11097E+00  0.39700E+01  0.00000E+00 -0.16359E-04 -0.28238E+04  0.00000E+00  0.13403E+03  0.00000E+00  0.19987E+00  0.86312E+02  0.15451E-01  0.39855E+01    739  0.00000E+00      0.000
      35.0000  0.22825E+00  0.46109E-02  0.59364E-01  0.00000E+00  0.00000E+00  0.55222E+01  0.11560E+00  0.40410E+01  0.00000E+00 -0.18566E-04 -0.28129E+04  0.00000E+00  0.13376E+03  0.00000E+00  0.19987E+00  0.86237E+02  0.15451E-01  0.40564E+01    760  0.00000E+00      0.000
      36.0000  0.22769E+00  0.45996E-02  0.57667E-01  0.00000E+00  0.00000E+00  0.57504E+01  0.12021E+00  0.41097E+01  0.00000E+00 -0.20773E-04 -0.28020E+04  0.00000E+00  0.13348E+03  0.00000E+00  0.19987E+00  0.86164E+02  0.15451E-01  0.41251E+01    781  0.00000E+00      0.000
      37.0000  0.22713E+00  0.45883E-02  0.56092E-01  0.00000E+00  0.00000E+00  0.59781E+01  0.12481E+00  0.41764E+01  0.00000E+00 -0.22780E-04 -0.27912E+04  0.00000E+00  0.13320E+03  0.00000E+00  0.19987E+00  0.86094E+02  0.15451E-01  0.41919E+01    802  0.00000E+00      0.000
      38.0000  0.22657E+00  0.45769E-02  0.54435E-01  0.00000E+00  0.00000E+00  0.62052E+01  0.12939E+00  0.42413E+01  0.00000E+00 -0.24782E-04 -0.27803E+04  0.00000E+00  0.13290E+03  0.00000E+00  0.19987E+00  0.86024E+02  0.15451E-01  0.42567E+01    823  0.00000E+00      0.000
      39.0000  0.22601E+00  0.45656E-02  0.53023E-01  0.00000E+00 -0.40316E-05  0.64318E+01  0.13397E+00  0.43043E+01  0.00000E+00 -0.26409E-04 -0.27694E+04  0.00000E+00  0.13260E+03  0.00000E+00  0.19987E+00  0.85957E+02  0.15451E-01  0.43198E+01    844  0.00000E+00      0.000
      40.0000  0.22545E+00  0.45543E-02  0.51515E-01  0.00000E+00 -0.40316E-05  0.66578E+01  0.13854E+00  0.43657E+01  0.00000E+00 -0.29236E-04 -0.27586E+04  0.00000E+00  0.13229E+03  0.00000E+00  0.19987E+00  0.85891E+02  0.15451E-01  0.43811E+01    865  0.00000E+00      0.000
      41.0000  0.22489E+00  0.45430E-02  0.50212E-01  0.00000E+00  0.00000E+00  0.68832E+01  0.14309E+00  0.44254E+01  0.00000E+00 -0.31441E-04 -0.27477E+04  0.00000E+00  0.13196E+03  0.00000E+00  0.19987E+00  0.85826E+02  0.15451E-01  0.44408E+01    886  0.00000E+00      0.000
      42.0000  0.22433E+00  0.45317E-02  0.48833E-01  0.00000E+00 -0.40316E-05  0.71081E+01  0.14763E+00  0.44836E+01  0.00000E+00 -0.33875E-04 -0.27368E+04  0.00000E+00  0.13164E+03  0.00000E+00  0.19987E+00  0.85763E+02  0.15451E-01  0.44990E+01    907  0.00000E+00      0.000
      43.0000  0.22377E+00  0.45204E-02  0.47690E-01  0.00000E+00  0.00000E+00  0.73324E+01  0.15216E+00  0.45403E+01  0.00000E+00 -0.35475E-04 -0.27259E+04  0.00000E+00  0.13130E+03  0.00000E+00  0.19987E+00  0.85701E+02  0.15451E-01  0.45557E+01    928  0.00000E+00      0.000
      44.0000  0.22321E+00  0.45090E-02  0.45254E-01  0.00000E+00  0.00000E+00  0.75562E+01  0.15669E+00  0.45956E+01  0.00000E+00 -0.37679E-04 -0.27151E+04  0.00000E+00  0.13096E+03  0.00000E+00  0.19987E+00  0.85640E+02  0.15451E-01  0.46110E+01    949  0.00000E+00      0.000
      45.0000  0.22264E+00  0.44977E-02  0.42503E-01  0.00000E+00 -0.40316E-05  0.77794E+01  0.16119E+00  0.46496E+01  0.00000E+00 -0.39302E-04 -0.27042E+04  0.00000E+00  0.13062E+03  0.00000E+00  0.19987E+00  0.85580E+02  0.15451E-01  0.46651E+01    970  0.00000E+00      0.000
      46.0000  0.22208E+00  0.44864E-02  0.41446E-01  0.00000E+00 -0.40316E-05  0.80020E+01  0.16569E+00  0.47024E+01  0.00000E+00 -0.41133E-04 -0.26933E+04  0.00000E+00  0.13026E+03  0.00000E+00  0.19987E+00  0.85522E+02  0.15451E-01  0.47178E+01    991  0.00000E+00      0.000
      47.0000  0.22152E+00  0.44751E-02  0.40586E-01  0.00000E+00 -0.40316E-05  0.82241E+01  0.17018E+00  0.47540E+01  0.00000E+00 -0.43163E-04 -0.26825E+04  0.00000E+00  0.12991E+03  0.00000E+00  0.19987E+00  0.85465E+02  0.15451E-01  0.47694E+01   1012  0.00000E+00      0.000
      48.0000  0.22096E+00  0.44638E-02  0.39620E-01  0.00000E+00 -0.40316E-05  0.84456E+01  0.17465E+00  0.48044E+01  0.00000E+00 -0.45193E-04 -0.26716E+04  0.00000E+00  0.12956E+03  0.00000E+00  0.19987E+00  0.85408E+02  0.15451E-01  0.48199E+01   1033  0.00000E+00      0.000
      49.0000  0.22040E+00  0.44525E-02  0.38838E-01  0.00000E+00 -0.40316E-05  0.86666E+01  0.17912E+00  0.48538E+01  0.00000E+00 -0.47624E-04 -0.26607E+04  0.00000E+00  0.12918E+03  0.00000E+00  0.19987E+00  0.85353E+02  0.15451E-01  0.48692E+01   1054  0.00000E+00      0.000
      50.0000  0.21984E+00  0.44411E-02  0.37953E-01  0.00000E+00 -0.40316E-05  0.88870E+01  0.18357E+00  0.49021E+01  0.00000E+00 -0.49660E-04 -0.26499E+04  0.00000E+00  0.12890E+03  0.00000E+00  0.19987E+00  0.85298E+02  0.15451E-01  0.49176E+01   1075  0.00000E+00      0.000
      51.0000  0.21928E+00  0.44298E-02  0.37232E-01  0.00000E+00 -0.40316E-05  0.91069E+01  0.18801E+00  0.49494E+01  0.00000E+00 -0.52095E-04 -0.26390E+04  0.00000E+00  0.12881E+03  0.00000E+00  0.19987E+00  0.85244E+02  0.15451E-01  0.49649E+01   1096  0.00000E+00      0.000
      52.0000  0.21872E+00  0.44185E-02  0.36396E-01  0.00000E+00 -0.40316E-05  0.93261E+01  0.19244E+00  0.49958E+01  0.00000E+00 -0.54923E-04 -0.26281E+04  0.00000E+00  0.12871E+03  0.00000E+00  0.19987E+00  0.85192E+02  0.15451E-01  0.50112E+01   1117  0.00000E+00      0.000
      53.0000  0.21816E+00  0.44072E-02  0.35721E-01  0.00000E+00 -0.40316E-05  0.95449E+01  0.19686E+00  0.50412E+01  0.00000E+00 -0.56955E-04 -0.26172E+04  0.00000E+00  0.12861E+03  0.00000E+00  0.19987E+00  0.85139E+02  0.15451E-01  0.50566E+01   1138  0.00000E+00      0.000
      54.0000  0.21760E+00  0.43959E-02  0.34933E-01  0.00000E+00  0.00000E+00  0.97630E+01  0.20127E+00  0.50857E+01  0.00000E+00 -0.58753E-04 -0.26064E+04  0.00000E+00  0.12851E+03  0.00000E+00  0.19987E+00  0.85088E+02  0.15451E-01  0.51011E+01   1159  0.00000E+00      0.000
      55.0000  0.21704E+00  0.43846E-02  0.34273E-01  0.00000E+00  0.00000E+00  0.99806E+01  0.20566E+00  0.51293E+01  0.00000E+00 -0.60950E-04 -0.25955E+04  0.00000E+00  0.12840E+03  0.00000E+00  0.19987E+00  0.85038E+02  0.15451E-01  0.51447E+01   1180  0.00000E+00      0.000
      56.0000  0.21648E+00  0.43733E-02  0.33566E-01  0.00000E+00 -0.40316E-05  0.10198E+02  0.21005E+00  0.51720E+01  0.00000E+00 -0.63581E-04 -0.25846E+04  0.00000E+00  0.12830E+03  0.00000E+00  0.19987E+00  0.84988E+02  0.15451E-01  0.51875E+01   1201  0.00000E+00      0.000
      57.0000  0.21592E+00  0.43619E-02  0.33092E-01  0.00000E+00 -0.40316E-05  0.10414E+02  0.21442E+00  0.52140E+01  0.00000E+00 -0.65614E-04 -0.25738E+04  0.00000E+00  0.12820E+03  0.00000E+00  0.19987E+00  0.84939E+02  0.15451E-01  0.52295E+01   1222  0.00000E+00      0.000
      58.0000  0.21536E+00  0.43506E-02  0.32515E-01  0.00000E+00  0.00000E+00  0.10630E+02  0.21878E+00  0.52554E+01  0.00000E+00 -0.67606E-04 -0.25629E+04  0.00000E+00  0.12810E+03  0.00000E+00  0.19987E+00  0.84890E+02  0.15451E-01  0.52708E+01   1243  0.00000E+00      0.000
      59.0000  0.21480E+00  0.43393E-02  0.32024E-01  0.00000E+00  0.00000E+00  0.10845E+02  0.22313E+00  0.52960E+01  0.00000E+00 -0.69604E-04 -0.25520E+04  0.00000E+00  0.12800E+03  0.00000E+00  0.19987E+00  0.84842E+02  0.15451E-01  0.53115E+01   1264  0.00000E+00      0.000
      60.0000  0.21424E+00  0.43280E-02  0.31451E-01  0.00000E+00  0.00000E+00  0.11060E+02  0.22747E+00  0.53360E+01  0.00000E+00 -0.69604E-04 -0.25411E+04  0.00000E+00  0.12790E+03  0.00000E+00  0.19987E+00  0.84795E+02  0.15451E-01  0.53515E+01   1285  0.00000E+00      0.000
      61.0000  0.21368E+00  0.43167E-02  0.31061E-01  0.00000E+00  0.00000E+00  0.11274E+02  0.23180E+00  0.53753E+01  0.00000E+00 -0.69604E-04 -0.25303E+04  0.00000E+00  0.12779E+03  0.00000E+00  0.19987E+00  0.84748E+02  0.15451E-01  0.53908E+01   1306  0.00000E+00      0.000
      62.0000  0.21312E+00  0.43054E-02  0.30661E-01  0.00000E+00  0.00000E+00  0.11488E+02  0.23612E+00  0.54142E+01  0.00000E+00 -0.69604E-04 -0.25194E+04  0.00000E+00  0.12769E+03  0.00000E+00  0.19987E+00  0.84701E+02  0.15451E-01  0.54296E+01   1327  0.00000E+00      0.000
      63.0000  0.21256E+00  0.42941E-02  0.30320E-01  0.00000E+00  0.00000E+00  0.11701E+02  0.24042E+00  0.54525E+01  0.00000E+00 -0.69604E-04 -0.25085E+04  0.00000E+00  0.12759E+03  0.00000E+00  0.19987E+00  0.84655E+02  0.15451E-01  0.54680E+01   1348  0.00000E+00      0.000
      64.0000  0.21200E+00  0.42827E-02  0.29882E-01  0.00000E+00  0.00000E+00  0.11914E+02  0.24471E+00  0.54903E+01  0.00000E+00 -0.69604E-04 -0.24977E+04  0.00000E+00  0.12749E+03  0.00000E+00  0.19987E+00  0.84609E+02  0.15451E-01  0.55058E+01   1369  0.00000E+00      0.000
      65.0000  0.21144E+00  0.42714E-02  0.29513E-01  0.00000E+00  0.00000E+00  0.12126E+02  0.24900E+00  0.55276E+01  0.00000E+00 -0.69604E-04 -0.24868E+04  0.00000E+00  0.12740E+03  0.00000E+00  0.19987E+00  0.84564E+02  0.15451E-01  0.55431E+01   1390  0.00000E+00      0.000
      66.0000  0.21088E+00  0.42601E-02  0.29056E-01  0.00000E+00  0.00000E+00  0.12337E+02  0.25327E+00  0.55644E+01  0.00000E+00 -0.69604E-04 -0.24759E+04  0.00000E+00  0.12730E+03  0.00000E+00  0.19987E+00  0.84519E+02  0.15451E-01  0.55798E+01   1411  0.00000E+00      0.000
      67.0000  0.21032E+00  0.42488E-02  0.28666E-01  0.00000E+00  0.00000E+00  0.12548E+02  0.25753E+00  0.56006E+01  0.00000E+00 -0.69604E-04 -0.24651E+04  0.00000E+00  0.12720E+03  0.00000E+00  0.19987E+00  0.84474E+02  0.15451E-01  0.56161E+01   1432  0.00000E+00      0.000
      68.0000  0.20976E+00  0.42375E-02  0.28196E-01  0.00000E+00  0.00000E+00  0.12758E+02  0.26178E+00  0.56363E+01  0.00000E+00 -0.69604E-04 -0.24542E+04  0.00000E+00  0.12710E+03  0.00000E+00  0.19987E+00  0.84430E+02  0.15451E-01  0.56518E+01   1453  0.00000E+00      0.000
      69.0000  0.20920E+00  0.42262E-02  0.27789E-01  0.00000E+00  0.00000E+00  0.12968E+02  0.26601E+00  0.56714E+01  0.00000E+00 -0.69604E-04 -0.24433E+04  0.00000E+00  0.12701E+03  0.00000E+00  0.19987E+00  0.84386E+02  0.15451E-01  0.56869E+01   1474  0.00000E+00      0.000
      70.0000  0.20864E+00  0.42148E-02  0.27374E-01  0.00000E+00  0.00000E+00  0.13177E+02  0.27024E+00  0.57060E+01  0.00000E+00 -0.69604E-04 -0.24324E+04  0.00000E+00  0.12691E+03  0.00000E+00  0.19987E+00  0.84343E+02  0.15451E-01  0.57215E+01   1495  0.00000E+00      0.000
      71.0000  0.20808E+00  0.42035E-02  0.26888E-01  0.00000E+00  0.00000E+00  0.13386E+02  0.27445E+00  0.57401E+01  0.00000E+00 -0.69604E-04 -0.24216E+04  0.00000E+00  0.12681E+03  0.00000E+00  0.19987E+00  0.84300E+02  0.15451E-01  0.57555E+01   1516  0.00000E+00      0.000
      72.0000  0.20752E+00  0.41922E-02  0.26459E-01  0.00000E+00  0.00000E+00  0.13594E+02  0.27866E+00  0.57735E+01  0.00000E+00 -0.69604E-04 -0.24107E+04  0.00000E+00  0.12672E+03  0.00000E+00  0.19987E+00  0.84257E+02  0.15451E-01  0.57890E+01   1537  0.00000E+00      0.000
      73.0000  0.20696E+00  0.41809E-02  0.25964E-01  0.00000E+00  0.00000E+00  0.13802E+02  0.28285E+00  0.58065E+01  0.00000E+00 -0.69604E-04 -0.23998E+04  0.00000E+00  0.12662E+03  0.00000E+00  0.19987E+00  0.84215E+02  0.15451E-01  0.58219E+01   1558  0.00000E+00      0.000
      74.0000  0.20640E+00  0.41696E-02  0.25534E-01  0.00000E+00  0.00000E+00  0.14009E+02  0.28703E+00  0.58388E+01  0.00000E+00 -0.69604E-04 -0.23890E+04  0.00000E+00  0.12653E+03  0.00000E+00  0.19987E+00  0.84174E+02  0.15451E-01  0.58543E+01   1579  0.00000E+00      0.000
      75.0000  0.20584E+00  0.41583E-02  0.25055E-01  0.00000E+00  0.00000E+00  0.14215E+02  0.29120E+00  0.58707E+01  0.00000E+00 -0.69604E-04 -0.23781E+04  0.00000E+00  0.12643E+03  0.00000E+00  0.19987E+00  0.84133E+02  0.15451E-01  0.58861E+01   1600  0.00000E+00      0.000
      76.0000  0.20528E+00  0.41470E-02  0.24647E-01  0.00000E+00  0.00000E+00  0.14421E+02  0.29536E+00  0.59020E+01  0.00000E+00 -0.69604E-04 -0.23672E+04  0.00000E+00  0.12634E+03  0.00000E+00  0.19987E+00  0.84092E+02  0.15451E-01  0.59174E+01   1621  0.00000E+00      0.000
      77.0000  0.20472E+00  0.41357E-02  0.24196E-01  0.00000E+00  0.00000E+00  0.14626E+02  0.29950E+00  0.59327E+01  0.00000E+00 -0.69604E-04 -0.23564E+04  0.00000E+00  0.12624E+03  0.00000E+00  0.19987E+00  0.84052E+02  0.15451E-01  0.59482E+01   1642  0.00000E+00      0.000
      78.0000  0.20416E+00  0.41243E-02  0.23810E-01  0.00000E+00  0.00000E+00  0.14831E+02  0.30364E+00  0.59630E+01  0.00000E+00 -0.69604E-04 -0.23455E+04  0.00000E+00  0.12615E+03  0.00000E+00  0.19987E+00  0.84013E+02  0.15451E-01  0.59785E+01   1663  0.00000E+00      0.000
      79.0000  0.20360E+00  0.41130E-02  0.23378E-01  0.00000E+00  0.00000E+00  0.15035E+02  0.30776E+00  0.59928E+01  0.00000E+00 -0.69604E-04 -0.23346E+04  0.00000E+00  0.12606E+03  0.00000E+00  0.19987E+00  0.83973E+02  0.15451E-01  0.60083E+01   1684  0.00000E+00      0.000
      80.0000  0.20304E+00  0.41017E-02  0.23024E-01  0.00000E+00  0.00000E+00  0.15239E+02  0.31188E+00  0.60221E+01  0.00000E+00 -0.69604E-04 -0.23237E+04  0.00000E+00  0.12597E+03  0.00000E+00  0.19987E+00  0.83934E+02  0.15451E-01  0.60376E+01   1705  0.00000E+00      0.000
      81.0000  0.20248E+00  0.40904E-02  0.22623E-01  0.00000E+00  0.00000E+00  0.15442E+02  0.31598E+00  0.60510E+01  0.00000E+00 -0.69604E-04 -0.23129E+04  0.00000E+00  0.12587E+03  0.00000E+00  0.19987E+00  0.83896E+02  0.15451E-01  0.60664E+01   1726  0.00000E+00      0.000
