

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  4170.37000  0.895658E+03  0.191240E+03  0.128515E+02  0.000000E+00 -0.696036E-04  -3033.900      0.000    101.554    4170
  4171.37000  0.896215E+03  0.191363E+03  0.128599E+02  0.000000E+00 -0.696036E-04  -3034.300      0.000    101.552    4171
  4172.37000  0.896501E+03  0.191427E+03  0.128683E+02  0.000000E+00 -0.696036E-04  -3036.900      0.000    101.549    4172
  4173.37000  0.896625E+03  0.191454E+03  0.128766E+02  0.000000E+00 -0.696036E-04  -3040.700      0.000    101.547    4173
  4174.37000  0.896748E+03  0.191481E+03  0.128849E+02  0.000000E+00 -0.696036E-04  -3044.200      0.000    101.544    4174
  4175.37000  0.896895E+03  0.191514E+03  0.128932E+02  0.000000E+00 -0.696036E-04  -3045.500      0.000    101.542    4175
  4176.37000  0.897026E+03  0.191543E+03  0.129014E+02  0.000000E+00 -0.696036E-04  -3046.800      0.000    101.539    4176
  4177.37000  0.897133E+03  0.191566E+03  0.129096E+02  0.000000E+00 -0.696036E-04  -3049.100      0.000    101.537    4177
  4178.37000  0.897239E+03  0.191590E+03  0.129177E+02  0.000000E+00 -0.696036E-04  -3048.500      0.000    101.534    4178
  4179.37000  0.897346E+03  0.191613E+03  0.129258E+02  0.000000E+00 -0.696036E-04  -3048.700      0.000    101.532    4179
  4180.37000  0.897427E+03  0.191631E+03  0.129339E+02  0.000000E+00 -0.696036E-04  -3047.400      0.000    101.529    4180
  4181.37000  0.897493E+03  0.191646E+03  0.129419E+02  0.000000E+00 -0.696036E-04  -3046.700      0.000    101.527    4181
  4182.37000  0.897543E+03  0.191657E+03  0.129498E+02  0.000000E+00 -0.696036E-04  -3047.300      0.000    101.524    4182
  4183.37000  0.897592E+03  0.191668E+03  0.129578E+02  0.000000E+00 -0.696036E-04  -3048.500      0.000    101.522    4183
  4184.37000  0.897658E+03  0.191682E+03  0.129657E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.519    4184
  4185.37000  0.897846E+03  0.191724E+03  0.129735E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.517    4185
  4186.37000  0.898263E+03  0.191817E+03  0.129813E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.514    4186
  4187.37000  0.898885E+03  0.191954E+03  0.129891E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.512    4187
  4188.37000  0.899654E+03  0.192125E+03  0.129968E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.509    4188
  4189.37000  0.900588E+03  0.192331E+03  0.130045E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.507    4189
  4190.37000  0.901726E+03  0.192583E+03  0.130121E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.505    4190
  4191.37000  0.902995E+03  0.192864E+03  0.130197E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.502    4191
  4192.36000  0.904235E+03  0.193139E+03  0.130272E+02  0.000000E+00 -0.696036E-04  -3046.500      0.000    101.500    4192
  4193.36000  0.905316E+03  0.193378E+03  0.130347E+02  0.000000E+00 -0.696036E-04  -3044.200      0.000    101.497    4193
  4194.36000  0.906102E+03  0.193552E+03  0.130421E+02  0.000000E+00 -0.696036E-04  -3043.500      0.000    101.495    4194
  4195.36000  0.906683E+03  0.193681E+03  0.130496E+02  0.000000E+00 -0.696036E-04  -3043.700      0.000    101.492    4195
  4196.36000  0.907101E+03  0.193773E+03  0.130570E+02  0.000000E+00 -0.696036E-04  -3044.800      0.000    101.490    4196
  4197.36000  0.907289E+03  0.193815E+03  0.130643E+02  0.000000E+00 -0.696036E-04  -3046.900      0.000    101.487    4197
  4198.36000  0.907412E+03  0.193842E+03  0.130717E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.485    4198
  4199.36000  0.907575E+03  0.193878E+03  0.130790E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.482    4199
  4200.36000  0.907723E+03  0.193911E+03  0.130862E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.480    4200
  4201.36000  0.907870E+03  0.193944E+03  0.130934E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.478    4201
  4202.36000  0.908033E+03  0.193980E+03  0.131006E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.475    4202
  4203.36000  0.908181E+03  0.194013E+03  0.131077E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.473    4203
  4204.36000  0.908287E+03  0.194036E+03  0.131148E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.470    4204
  4205.36000  0.908369E+03  0.194054E+03  0.131219E+02  0.000000E+00 -0.696036E-04  -3047.400      0.000    101.468    4205
  4206.36000  0.908451E+03  0.194072E+03  0.131289E+02  0.000000E+00 -0.696036E-04  -3046.400      0.000    101.465    4206
  4207.36000  0.908533E+03  0.194090E+03  0.131359E+02  0.000000E+00 -0.696036E-04  -3047.300      0.000    101.463    4207
  4208.36000  0.908615E+03  0.194108E+03  0.131429E+02  0.000000E+00 -0.696036E-04  -3048.700      0.000    101.461    4208
  4209.36000  0.908696E+03  0.194126E+03  0.131499E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.458    4209
  4210.36000  0.908820E+03  0.194154E+03  0.131568E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.456    4210
  4211.36000  0.909024E+03  0.194199E+03  0.131637E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.454    4211
  4212.36000  0.909417E+03  0.194286E+03  0.131706E+02  0.000000E+00 -0.696036E-04  -3049.200      0.000    101.451    4212
  4213.36000  0.910162E+03  0.194451E+03  0.131774E+02  0.000000E+00 -0.696036E-04  -3048.800      0.000    101.449    4213
  4214.36000  0.911177E+03  0.194676E+03  0.131842E+02  0.000000E+00 -0.696036E-04  -3045.600      0.000    101.446    4214
  4215.36000  0.912282E+03  0.194920E+03  0.131909E+02  0.000000E+00 -0.696036E-04  -3041.300      0.000    101.444    4215
  4216.36000  0.913412E+03  0.195171E+03  0.131976E+02  0.000000E+00 -0.696036E-04  -3038.000      0.000    101.442    4216
  4217.36000  0.914452E+03  0.195401E+03  0.132043E+02  0.000000E+00 -0.696036E-04  -3035.400      0.000    101.439    4217
  4218.36000  0.915320E+03  0.195593E+03  0.132110E+02  0.000000E+00 -0.696036E-04  -3033.900      0.000    101.437    4218
  4219.36000  0.915959E+03  0.195734E+03  0.132176E+02  0.000000E+00 -0.696036E-04  -3033.800      0.000    101.434    4219
  4220.36000  0.916328E+03  0.195816E+03  0.132242E+02  0.000000E+00 -0.696036E-04  -3035.000      0.000    101.432    4220
  4221.36000  0.916516E+03  0.195858E+03  0.132308E+02  0.000000E+00 -0.696036E-04  -3036.700      0.000    101.430    4221
  4222.36000  0.916646E+03  0.195887E+03  0.132374E+02  0.000000E+00 -0.696036E-04  -3038.200      0.000    101.427    4222
  4223.36000  0.916777E+03  0.195916E+03  0.132440E+02  0.000000E+00 -0.696036E-04  -3039.400      0.000    101.425    4223
  4224.36000  0.916924E+03  0.195948E+03  0.132505E+02  0.000000E+00 -0.696036E-04  -3040.300      0.000    101.422    4224
  4225.36000  0.917088E+03  0.195984E+03  0.132570E+02  0.000000E+00 -0.696036E-04  -3040.300      0.000    101.420    4225
  4226.36000  0.917276E+03  0.196026E+03  0.132635E+02  0.000000E+00 -0.696036E-04  -3040.000      0.000    101.418    4226
  4227.36000  0.917448E+03  0.196064E+03  0.132699E+02  0.000000E+00 -0.696036E-04  -3038.200      0.000    101.415    4227
  4228.36000  0.917554E+03  0.196088E+03  0.132763E+02  0.000000E+00 -0.696036E-04  -3036.200      0.000    101.413    4228
  4229.36000  0.917620E+03  0.196102E+03  0.132827E+02  0.000000E+00 -0.696036E-04  -3034.400      0.000    101.410    4229
  4230.36000  0.917668E+03  0.196113E+03  0.132891E+02  0.000000E+00 -0.696036E-04  -3033.700      0.000    101.408    4230
  4231.36000  0.917717E+03  0.196124E+03  0.132954E+02  0.000000E+00 -0.696036E-04  -3033.700      0.000    101.406    4231
  4232.36000  0.917766E+03  0.196135E+03  0.133017E+02  0.000000E+00 -0.696036E-04  -3034.100      0.000    101.403    4232
  4233.36000  0.917832E+03  0.196150E+03  0.133080E+02  0.000000E+00 -0.696036E-04  -3035.300      0.000    101.401    4233
  4234.36000  0.917979E+03  0.196183E+03  0.133143E+02  0.000000E+00 -0.696036E-04  -3036.700      0.000    101.399    4234
  4235.36000  0.918249E+03  0.196242E+03  0.133206E+02  0.000000E+00 -0.696036E-04  -3037.100      0.000    101.396    4235
  4236.36000  0.918577E+03  0.196315E+03  0.133269E+02  0.000000E+00 -0.696036E-04  -3036.300      0.000    101.394    4236
  4237.36000  0.918945E+03  0.196397E+03  0.133331E+02  0.000000E+00 -0.696036E-04  -3034.400      0.000    101.392    4237
  4238.36000  0.919445E+03  0.196507E+03  0.133392E+02  0.000000E+00 -0.696036E-04  -3032.000      0.000    101.389    4238
  4239.36000  0.920050E+03  0.196641E+03  0.133454E+02  0.000000E+00 -0.696036E-04  -3028.500      0.000    101.387    4239
  4240.36000  0.920655E+03  0.196776E+03  0.133515E+02  0.000000E+00 -0.696036E-04  -3024.900      0.000    101.384    4240
  4241.36000  0.921302E+03  0.196919E+03  0.133576E+02  0.000000E+00 -0.696036E-04  -3021.900      0.000    101.382    4241
  4242.36000  0.921802E+03  0.197029E+03  0.133637E+02  0.000000E+00 -0.696036E-04  -3019.500      0.000    101.380    4242
  4243.36000  0.922014E+03  0.197076E+03  0.133697E+02  0.000000E+00 -0.696036E-04  -3018.800      0.000    101.377    4243
  4244.36000  0.922120E+03  0.197100E+03  0.133757E+02  0.000000E+00 -0.696036E-04  -3019.800      0.000    101.375    4244
  4245.36000  0.922186E+03  0.197114E+03  0.133818E+02  0.000000E+00 -0.696036E-04  -3021.800      0.000    101.373    4245
  4246.36000  0.922235E+03  0.197125E+03  0.133878E+02  0.000000E+00 -0.696036E-04  -3023.700      0.000    101.370    4246
  4247.36000  0.922284E+03  0.197136E+03  0.133938E+02  0.000000E+00 -0.696036E-04  -3025.100      0.000    101.368    4247
  4248.36000  0.922332E+03  0.197147E+03  0.133998E+02  0.000000E+00 -0.696036E-04  -3025.500      0.000    101.366    4248
  4249.36000  0.922381E+03  0.197158E+03  0.134057E+02  0.000000E+00 -0.696036E-04  -3024.500      0.000    101.363    4249
  4250.36000  0.922430E+03  0.197169E+03  0.134116E+02  0.000000E+00 -0.696036E-04  -3023.200      0.000    101.361    4250
  4251.36000  0.922478E+03  0.197180E+03  0.134175E+02  0.000000E+00 -0.696036E-04  -3021.700      0.000    101.359    4251
  4252.36000  0.922527E+03  0.197191E+03  0.134234E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.356    4252
  4253.36000  0.922552E+03  0.197196E+03  0.134292E+02  0.000000E+00 -0.696036E-04  -3018.400      0.000    101.354    4253
  4254.36000  0.922552E+03  0.197196E+03  0.134292E+02  0.000000E+00 -0.696036E-04  -2282.937      0.000    101.352    4254
  4255.36000  0.922552E+03  0.197196E+03  0.134292E+02  0.000000E+00 -0.696036E-04  -1883.584      0.000    101.350    4255
  4256.36000  0.922576E+03  0.197202E+03  0.134440E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.347    4256
  4257.35000  0.922642E+03  0.197216E+03  0.134504E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.345    4257
  4258.35000  0.922805E+03  0.197253E+03  0.134567E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.343    4258
  4259.35000  0.923133E+03  0.197325E+03  0.134628E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.340    4259
  4260.35000  0.923632E+03  0.197436E+03  0.134688E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.338    4260
  4261.35000  0.924237E+03  0.197570E+03  0.134747E+02  0.000000E+00 -0.696036E-04  -3018.700      0.000    101.336    4261
  4262.35000  0.924843E+03  0.197704E+03  0.134806E+02  0.000000E+00 -0.696036E-04  -3016.500      0.000    101.333    4262
  4263.35000  0.925326E+03  0.197811E+03  0.134864E+02  0.000000E+00 -0.696036E-04  -3013.900      0.000    101.331    4263
  4264.35000  0.925744E+03  0.197904E+03  0.134922E+02  0.000000E+00 -0.696036E-04  -3010.900      0.000    101.329    4264
  4265.35000  0.926177E+03  0.198000E+03  0.134979E+02  0.000000E+00 -0.696036E-04  -3008.000      0.000    101.326    4265
  4266.35000  0.926504E+03  0.198072E+03  0.135036E+02  0.000000E+00 -0.696036E-04  -3006.800      0.000    101.324    4266
  4267.35000  0.926734E+03  0.198123E+03  0.135094E+02  0.000000E+00 -0.696036E-04  -3007.000      0.000    101.322    4267
  4268.35000  0.926881E+03  0.198156E+03  0.135150E+02  0.000000E+00 -0.696036E-04  -3008.000      0.000    101.320    4268
  4269.35000  0.926947E+03  0.198170E+03  0.135207E+02  0.000000E+00 -0.696036E-04  -3010.100      0.000    101.317    4269
  4270.35000  0.926996E+03  0.198181E+03  0.135264E+02  0.000000E+00 -0.696036E-04  -3012.400      0.000    101.315    4270
  4271.35000  0.927045E+03  0.198192E+03  0.135321E+02  0.000000E+00 -0.696036E-04  -3015.300      0.000    101.313    4271
  4272.35000  0.927094E+03  0.198203E+03  0.135377E+02  0.000000E+00 -0.696036E-04  -3016.600      0.000    101.311    4272
  4273.35000  0.927143E+03  0.198214E+03  0.135434E+02  0.000000E+00 -0.696036E-04  -3016.700      0.000    101.308    4273
  4274.35000  0.927191E+03  0.198225E+03  0.135490E+02  0.000000E+00 -0.696036E-04  -3016.700      0.000    101.306    4274
  4275.35000  0.927240E+03  0.198236E+03  0.135545E+02  0.000000E+00 -0.696036E-04  -3015.500      0.000    101.304    4275
  4276.35000  0.927289E+03  0.198247E+03  0.135601E+02  0.000000E+00 -0.696036E-04  -3013.900      0.000    101.301    4276
  4277.35000  0.927338E+03  0.198258E+03  0.135656E+02  0.000000E+00 -0.696036E-04  -3012.800      0.000    101.299    4277
  4278.35000  0.927404E+03  0.198273E+03  0.135712E+02  0.000000E+00 -0.696036E-04  -3012.500      0.000    101.297    4278
  4279.35000  0.927486E+03  0.198291E+03  0.135767E+02  0.000000E+00 -0.696036E-04  -3014.000      0.000    101.295    4279
  4280.35000  0.927551E+03  0.198305E+03  0.135822E+02  0.000000E+00 -0.696036E-04  -3016.700      0.000    101.292    4280
  4281.35000  0.927617E+03  0.198320E+03  0.135878E+02  0.000000E+00 -0.696036E-04  -3018.800      0.000    101.290    4281
  4282.35000  0.927724E+03  0.198344E+03  0.135933E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.288    4282
  4283.35000  0.927953E+03  0.198394E+03  0.135988E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.286    4283
  4284.35000  0.928469E+03  0.198508E+03  0.136042E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.283    4284
  4285.35000  0.929174E+03  0.198664E+03  0.136097E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.281    4285
  4286.35000  0.929984E+03  0.198844E+03  0.136152E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.279    4286
  4287.35000  0.930713E+03  0.199005E+03  0.136206E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.276    4287
  4288.35000  0.931146E+03  0.199101E+03  0.136260E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.274    4288
  4289.35000  0.931515E+03  0.199183E+03  0.136315E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.272    4289
  4290.35000  0.931884E+03  0.199264E+03  0.136369E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.270    4290
  4291.35000  0.932113E+03  0.199315E+03  0.136423E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.267    4291
  4292.35000  0.932219E+03  0.199338E+03  0.136476E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.265    4292
  4293.35000  0.932285E+03  0.199353E+03  0.136530E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.263    4293
  4294.35000  0.932351E+03  0.199368E+03  0.136584E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.261    4294
  4295.35000  0.932433E+03  0.199386E+03  0.136637E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.258    4295
  4296.35000  0.932515E+03  0.199404E+03  0.136690E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.256    4296
  4297.35000  0.932597E+03  0.199422E+03  0.136744E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.254    4297
  4298.35000  0.932678E+03  0.199440E+03  0.136797E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.252    4298
  4299.35000  0.932760E+03  0.199458E+03  0.136850E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.250    4299
  4300.35000  0.932842E+03  0.199476E+03  0.136902E+02  0.000000E+00 -0.696036E-04  -3019.700      0.000    101.247    4300
  4301.35000  0.932307E+03  0.199490E+03  0.131557E+02  0.000000E+00 -0.696036E-04    -44.942      0.000    101.245    4301
  4302.35000  0.931757E+03  0.199501E+03  0.126049E+02  0.000000E+00 -0.696036E-04    -26.232      0.000    101.243    4302
  4303.35000  0.928006E+03  0.199512E+03  0.102480E+02  0.000000E+00 -0.696036E-04      0.000      0.000    101.241    4303
  4304.35000  0.926855E+03  0.199523E+03  0.909714E+01  0.000000E+00 -0.696036E-04     -1.193      0.000    101.239    4304
  4305.35000  0.926320E+03  0.199538E+03  0.856264E+01  0.000000E+00 -0.696036E-04     -7.000      0.000    101.236    4305
  4306.35000  0.926427E+03  0.199561E+03  0.866907E+01  0.000000E+00 -0.696036E-04    -28.157      0.000    101.234    4306
  4307.35000  0.926574E+03  0.199594E+03  0.881645E+01  0.000000E+00 -0.696036E-04    -43.659      0.000    101.232    4307
  4308.35000  0.926844E+03  0.199654E+03  0.908663E+01  0.000000E+00 -0.696036E-04    -99.086      0.000    101.230    4308
  4309.35000  0.927180E+03  0.199728E+03  0.942230E+01  0.000000E+00 -0.696036E-04   -361.327      0.000    101.228    4309
  4310.35000  0.927491E+03  0.199797E+03  0.973343E+01  0.000000E+00 -0.696036E-04  -1657.589      0.000    101.225    4310
  4311.35000  0.927884E+03  0.199884E+03  0.995766E+01  0.000000E+00 -0.696036E-04  -3074.500      0.000    101.223    4311
  4312.35000  0.928277E+03  0.199971E+03  0.100859E+02  0.000000E+00 -0.696036E-04  -3073.100      0.000    101.221    4312
  4313.35000  0.928646E+03  0.200053E+03  0.101864E+02  0.000000E+00 -0.696036E-04  -3071.700      0.000    101.219    4313
  4314.35000  0.928973E+03  0.200125E+03  0.102720E+02  0.000000E+00 -0.696036E-04  -3071.400      0.000    101.216    4314
  4315.35000  0.929202E+03  0.200176E+03  0.103476E+02  0.000000E+00 -0.696036E-04  -3072.800      0.000    101.214    4315
  4316.35000  0.929350E+03  0.200209E+03  0.104154E+02  0.000000E+00 -0.696036E-04  -3074.500      0.000    101.212    4316
  4317.35000  0.929416E+03  0.200223E+03  0.104763E+02  0.000000E+00 -0.696036E-04  -3074.500      0.000    101.210    4317
  4318.35000  0.929465E+03  0.200234E+03  0.105254E+02  0.000000E+00 -0.696036E-04  -2671.539      0.000    101.208    4318
  4319.35000  0.929523E+03  0.200236E+03  0.105794E+02  0.000000E+00 -0.696036E-04  -3080.700      0.000    101.205    4319
  4320.35000  0.929582E+03  0.200238E+03  0.106272E+02  0.000000E+00 -0.696036E-04  -3080.700      0.000    101.203    4320
  4321.35000  0.929641E+03  0.200240E+03  0.106724E+02  0.000000E+00 -0.696036E-04  -3080.700      0.000    101.201    4321
  4322.35000  0.929699E+03  0.200242E+03  0.107153E+02  0.000000E+00 -0.696036E-04  -3079.800      0.000    101.199    4322
  4323.35000  0.929758E+03  0.200243E+03  0.107560E+02  0.000000E+00 -0.696036E-04  -3078.700      0.000    101.197    4323
  4324.34000  0.929816E+03  0.200245E+03  0.107943E+02  0.000000E+00 -0.696036E-04  -3077.100      0.000    101.194    4324
  4325.34000  0.929874E+03  0.200247E+03  0.108309E+02  0.000000E+00 -0.696036E-04  -3074.800      0.000    101.192    4325
  4326.34000  0.929932E+03  0.200249E+03  0.108656E+02  0.000000E+00 -0.696036E-04  -3072.500      0.000    101.190    4326
  4327.34000  0.929991E+03  0.200251E+03  0.108985E+02  0.000000E+00 -0.696036E-04  -3072.100      0.000    101.188    4327
  4328.34000  0.930049E+03  0.200253E+03  0.109298E+02  0.000000E+00 -0.696036E-04  -3073.200      0.000    101.186    4328
  4329.34000  0.930126E+03  0.200255E+03  0.109597E+02  0.000000E+00 -0.696036E-04  -3073.900      0.000    101.183    4329
  4330.34000  0.930272E+03  0.200260E+03  0.109887E+02  0.000000E+00 -0.696036E-04  -3074.600      0.000    101.181    4330
  4331.34000  0.930543E+03  0.200269E+03  0.110167E+02  0.000000E+00 -0.696036E-04  -3075.400      0.000    101.179    4331
  4332.34000  0.930911E+03  0.200280E+03  0.110439E+02  0.000000E+00 -0.696036E-04  -3076.100      0.000    101.177    4332
  4333.34000  0.931346E+03  0.200295E+03  0.110704E+02  0.000000E+00 -0.696036E-04  -3074.400      0.000    101.175    4333
  4334.34000  0.931860E+03  0.200311E+03  0.110960E+02  0.000000E+00 -0.696036E-04  -3070.000      0.000    101.173    4334
  4335.34000  0.932354E+03  0.200327E+03  0.111209E+02  0.000000E+00 -0.696036E-04  -3066.100      0.000    101.171    4335
  4336.34000  0.932770E+03  0.200341E+03  0.111451E+02  0.000000E+00 -0.696036E-04  -3062.000      0.000    101.168    4336
  4337.34000  0.933157E+03  0.200353E+03  0.111688E+02  0.000000E+00 -0.696036E-04  -3059.100      0.000    101.166    4337
  4338.34000  0.933593E+03  0.200368E+03  0.111921E+02  0.000000E+00 -0.696036E-04  -3057.100      0.000    101.164    4338
  4339.34000  0.934009E+03  0.200381E+03  0.112149E+02  0.000000E+00 -0.696036E-04  -3055.800      0.000    101.162    4339
  4340.34000  0.934231E+03  0.200388E+03  0.112373E+02  0.000000E+00 -0.696036E-04  -3056.200      0.000    101.160    4340
  4341.34000  0.934328E+03  0.200391E+03  0.112592E+02  0.000000E+00 -0.696036E-04  -3057.600      0.000    101.158    4341
  4342.34000  0.934425E+03  0.200394E+03  0.112806E+02  0.000000E+00 -0.696036E-04  -3058.600      0.000    101.156    4342
  4343.34000  0.934521E+03  0.200398E+03  0.113016E+02  0.000000E+00 -0.696036E-04  -3060.000      0.000    101.153    4343
  4344.34000  0.934599E+03  0.200400E+03  0.113222E+02  0.000000E+00 -0.696036E-04  -3060.500      0.000    101.151    4344
  4345.34000  0.934657E+03  0.200402E+03  0.113422E+02  0.000000E+00 -0.696036E-04  -3060.300      0.000    101.149    4345
  4346.34000  0.934715E+03  0.200404E+03  0.113619E+02  0.000000E+00 -0.696036E-04  -3060.300      0.000    101.147    4346
  4347.34000  0.934774E+03  0.200406E+03  0.113811E+02  0.000000E+00 -0.696036E-04  -3059.400      0.000    101.145    4347
  4348.34000  0.934832E+03  0.200407E+03  0.113999E+02  0.000000E+00 -0.696036E-04  -3057.900      0.000    101.143    4348
  4349.34000  0.934890E+03  0.200409E+03  0.114183E+02  0.000000E+00 -0.696036E-04  -3056.800      0.000    101.141    4349
  4350.34000  0.934949E+03  0.200411E+03  0.114365E+02  0.000000E+00 -0.696036E-04  -3056.500      0.000    101.138    4350
  4351.34000  0.935007E+03  0.200413E+03  0.114543E+02  0.000000E+00 -0.696036E-04  -3056.500      0.000    101.136    4351
  4352.34000  0.935065E+03  0.200415E+03  0.114718E+02  0.000000E+00 -0.696036E-04  -3056.300      0.000    101.134    4352
  4353.34000  0.935143E+03  0.200417E+03  0.114892E+02  0.000000E+00 -0.696036E-04  -3057.200      0.000    101.132    4353
  4354.34000  0.935288E+03  0.200422E+03  0.115064E+02  0.000000E+00 -0.696036E-04  -3058.200      0.000    101.130    4354
  4355.34000  0.935578E+03  0.200431E+03  0.115233E+02  0.000000E+00 -0.696036E-04  -3057.800      0.000    101.128    4355
  4356.34000  0.935918E+03  0.200442E+03  0.115401E+02  0.000000E+00 -0.696036E-04  -3056.700      0.000    101.126    4356
  4357.34000  0.936237E+03  0.200453E+03  0.115567E+02  0.000000E+00 -0.696036E-04  -3054.100      0.000    101.123    4357
  4358.34000  0.936702E+03  0.200468E+03  0.115730E+02  0.000000E+00 -0.696036E-04  -3050.200      0.000    101.121    4358
  4359.34000  0.937554E+03  0.200496E+03  0.115892E+02  0.000000E+00 -0.696036E-04  -3046.300      0.000    101.119    4359
  4360.34000  0.938630E+03  0.200531E+03  0.116052E+02  0.000000E+00 -0.696036E-04  -3042.800      0.000    101.117    4360
  4361.34000  0.939463E+03  0.200558E+03  0.116210E+02  0.000000E+00 -0.696036E-04  -3040.100      0.000    101.115    4361
  4362.34000  0.939976E+03  0.200575E+03  0.116367E+02  0.000000E+00 -0.696036E-04  -3038.500      0.000    101.113    4362
  4363.34000  0.940344E+03  0.200587E+03  0.116523E+02  0.000000E+00 -0.696036E-04  -3038.000      0.000    101.111    4363
  4364.34000  0.940595E+03  0.200595E+03  0.116677E+02  0.000000E+00 -0.696036E-04  -3038.300      0.000    101.108    4364
  4365.34000  0.940721E+03  0.200599E+03  0.116829E+02  0.000000E+00 -0.696036E-04  -3038.900      0.000    101.106    4365
  4366.34000  0.940818E+03  0.200602E+03  0.116981E+02  0.000000E+00 -0.696036E-04  -3040.700      0.000    101.104    4366
  4367.34000  0.940895E+03  0.200604E+03  0.117131E+02  0.000000E+00 -0.696036E-04  -3042.700      0.000    101.102    4367
  4368.34000  0.940972E+03  0.200607E+03  0.117280E+02  0.000000E+00 -0.696036E-04  -3043.800      0.000    101.100    4368
  4369.34000  0.941098E+03  0.200611E+03  0.117428E+02  0.000000E+00 -0.696036E-04  -3044.300      0.000    101.098    4369
  4370.34000  0.941224E+03  0.200615E+03  0.117574E+02  0.000000E+00 -0.696036E-04  -3043.900      0.000    101.096    4370
  4371.34000  0.941320E+03  0.200618E+03  0.117719E+02  0.000000E+00 -0.696036E-04  -3042.900      0.000    101.094    4371
  4372.34000  0.941417E+03  0.200621E+03  0.117863E+02  0.000000E+00 -0.696036E-04  -3041.300      0.000    101.092    4372
  4373.34000  0.941513E+03  0.200624E+03  0.118005E+02  0.000000E+00 -0.696036E-04  -3039.400      0.000    101.090    4373
  4374.34000  0.941610E+03  0.200627E+03  0.118146E+02  0.000000E+00 -0.696036E-04  -3038.900      0.000    101.088    4374
  4375.34000  0.941707E+03  0.200630E+03  0.118286E+02  0.000000E+00 -0.696036E-04  -3039.900      0.000    101.086    4375
  4376.34000  0.941803E+03  0.200633E+03  0.118425E+02  0.000000E+00 -0.696036E-04  -3041.700      0.000    101.084    4376
  4377.34000  0.941949E+03  0.200638E+03  0.118563E+02  0.000000E+00 -0.696036E-04  -3043.600      0.000    101.081    4377
  4378.34000  0.942288E+03  0.200649E+03  0.118700E+02  0.000000E+00 -0.696036E-04  -3045.600      0.000    101.079    4378
  4379.34000  0.942820E+03  0.200666E+03  0.118836E+02  0.000000E+00 -0.696036E-04  -3046.900      0.000    101.077    4379
  4380.34000  0.943557E+03  0.200690E+03  0.118970E+02  0.000000E+00 -0.696036E-04  -3046.400      0.000    101.075    4380
  4381.34000  0.944515E+03  0.200721E+03  0.119104E+02  0.000000E+00 -0.696036E-04  -3044.400      0.000    101.073    4381
  4382.34000  0.945667E+03  0.200759E+03  0.119236E+02  0.000000E+00 -0.696036E-04  -3041.700      0.000    101.071    4382
