

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

     1.99985  0.000000E+00  0.000000E+00  0.100555E-06  0.000000E+00  0.000000E+00     -2.403      0.000    177.361       1
     2.99970  0.000000E+00  0.000000E+00  0.728490E-07  0.000000E+00  0.000000E+00     -0.947      0.000    179.304       2
     3.99955  0.000000E+00  0.000000E+00  0.101290E-06  0.000000E+00  0.000000E+00     -1.244      0.000    179.219       3
     4.99939  0.000000E+00  0.000000E+00  0.448298E-07  0.000000E+00  0.000000E+00     -0.815      0.000    179.365       4
     5.99924  0.000000E+00  0.000000E+00  0.307871E-07  0.000000E+00  0.000000E+00     -0.895      0.000    179.317       5
     6.99909  0.000000E+00  0.000000E+00  0.140414E-07  0.000000E+00  0.000000E+00     -0.959      0.000    179.288       6
     7.99894 -0.199970E+00  0.000000E+00 -0.955682E-04  0.000000E+00  0.000000E+00      0.010      0.000    180.009       7
     8.99879 -0.191150E+00  0.178185E-03  0.872496E-02  0.000000E+00  0.000000E+00     -3.984      0.000    176.033       8
     9.99864 -0.152928E+00  0.950321E-03  0.469470E-01  0.000000E+00  0.000000E+00     -8.092      0.000    172.127       9
    10.99850 -0.559015E-01  0.291038E-02  0.143973E+00  0.000000E+00  0.000000E+00    -13.704      0.000    167.629      10
    11.99830  0.117559E+00  0.641452E-02  0.317433E+00  0.000000E+00  0.000000E+00    -21.607      0.000    163.287      11
    12.99820  0.358664E+00  0.112852E-01  0.558538E+00  0.000000E+00  0.000000E+00    -33.435      0.000    159.445      12
    13.99800  0.599185E+00  0.161440E-01  0.799059E+00  0.000000E+00  0.000000E+00    -45.044      0.000    156.198      13
    14.99790  0.839170E+00  0.209920E-01  0.103904E+01  0.000000E+00  0.000000E+00    -59.994      0.000    153.698      14
    15.99770  0.107857E+01  0.258282E-01  0.127844E+01  0.000000E+00  0.000000E+00    -80.832      0.000    151.379      15
    16.99760  0.131743E+01  0.306536E-01  0.151731E+01  0.000000E+00  0.000000E+00   -112.923      0.000    149.499      16
    17.99740  0.155571E+01  0.354672E-01  0.175559E+01  0.000000E+00  0.000000E+00   -166.865      0.000    147.707      17
    18.99730  0.179346E+01  0.402700E-01  0.199333E+01  0.000000E+00  0.000000E+00   -267.910      0.000    146.072      18
    19.99710  0.203062E+01  0.450609E-01  0.223049E+01  0.000000E+00  0.000000E+00   -472.758      0.000    144.673      19
    20.99700  0.226725E+01  0.498410E-01  0.246712E+01  0.000000E+00  0.000000E+00   -985.329      0.000    143.335      20
    21.99680  0.250328E+01  0.546094E-01  0.270316E+01  0.000000E+00  0.000000E+00  -2464.391      0.000    142.034      21
    22.99670  0.273879E+01  0.593669E-01  0.288826E+01  0.000000E+00  0.000000E+00  -2954.230      0.000    140.803      22
    23.99650  0.297371E+01  0.641126E-01  0.303097E+01  0.000000E+00  0.000000E+00  -2943.360      0.000    139.747      23
    24.99640  0.320809E+01  0.688475E-01  0.315693E+01  0.000000E+00  0.000000E+00  -2932.490      0.000    138.741      24
    25.99620  0.344189E+01  0.735705E-01  0.327151E+01  0.000000E+00 -0.160651E-05  -2921.610      0.000    137.773      25
    26.99610  0.367516E+01  0.782827E-01  0.337759E+01  0.000000E+00 -0.362977E-05  -2910.740      0.000    136.830      26
    27.99590  0.390784E+01  0.829832E-01  0.347649E+01  0.000000E+00 -0.605288E-05  -2899.870      0.000    135.919      27
    28.99580  0.413998E+01  0.876728E-01  0.356910E+01  0.000000E+00 -0.767697E-05  -2889.000      0.000    135.164      28
    29.99560  0.437154E+01  0.923507E-01  0.365702E+01  0.000000E+00 -0.869825E-05  -2878.130      0.000    134.974      29
    30.99550  0.460257E+01  0.970177E-01  0.374041E+01  0.000000E+00 -0.109047E-04  -2867.260      0.000    134.757      30
    31.99530  0.483300E+01  0.101673E+00  0.381988E+01  0.000000E+00 -0.129311E-04  -2856.390      0.000    134.526      31
    32.99520  0.506291E+01  0.106317E+00  0.389626E+01  0.000000E+00 -0.151539E-04  -2845.520      0.000    134.283      32
    33.99500  0.529223E+01  0.110950E+00  0.396973E+01  0.000000E+00 -0.163593E-04  -2834.650      0.000    134.028      33
    34.99490  0.552101E+01  0.115572E+00  0.404066E+01  0.000000E+00 -0.185664E-04  -2823.780      0.000    133.762      34
    35.99470  0.574921E+01  0.120182E+00  0.410939E+01  0.000000E+00 -0.207731E-04  -2812.910      0.000    133.486      35
    36.99450  0.597685E+01  0.124780E+00  0.417611E+01  0.000000E+00 -0.227801E-04  -2802.040      0.000    133.201      36
    37.99440  0.620396E+01  0.129368E+00  0.424095E+01  0.000000E+00 -0.247823E-04  -2791.170      0.000    132.905      37
    38.99420  0.643048E+01  0.133944E+00  0.430401E+01  0.000000E+00 -0.263856E-04  -2780.300      0.000    132.598      38
    39.99410  0.665646E+01  0.138509E+00  0.436537E+01  0.000000E+00 -0.292121E-04  -2769.430      0.000    132.290      39
    40.99390  0.688186E+01  0.143063E+00  0.442509E+01  0.000000E+00 -0.314409E-04  -2758.560      0.000    131.963      40
    41.99380  0.710673E+01  0.147605E+00  0.448325E+01  0.000000E+00 -0.338499E-04  -2747.690      0.000    131.641      41
    42.99360  0.733101E+01  0.152136E+00  0.453995E+01  0.000000E+00 -0.354747E-04  -2736.820      0.000    131.301      42
    43.99350  0.755474E+01  0.156656E+00  0.459529E+01  0.000000E+00 -0.376789E-04  -2725.950      0.000    130.962      43
    44.99330  0.777791E+01  0.161164E+00  0.464932E+01  0.000000E+00 -0.392754E-04  -2715.080      0.000    130.625      44
    45.99320  0.800053E+01  0.165662E+00  0.470210E+01  0.000000E+00 -0.411056E-04  -2704.210      0.000    130.262      45
    46.99300  0.822258E+01  0.170147E+00  0.475369E+01  0.000000E+00 -0.431347E-04  -2693.340      0.000    129.911      46
    47.99290  0.844407E+01  0.174622E+00  0.480414E+01  0.000000E+00 -0.451644E-04  -2682.470      0.000    129.563      47
    48.99270  0.866500E+01  0.179085E+00  0.485350E+01  0.000000E+00 -0.475944E-04  -2671.600      0.000    129.179      48
    49.99260  0.888539E+01  0.183537E+00  0.490182E+01  0.000000E+00 -0.496307E-04  -2660.730      0.000    128.904      49
    50.99240  0.910519E+01  0.187977E+00  0.494914E+01  0.000000E+00 -0.520641E-04  -2649.860      0.000    128.813      50
    51.99230  0.932446E+01  0.192406E+00  0.499549E+01  0.000000E+00 -0.548921E-04  -2638.990      0.000    128.715      51
    52.99210  0.954313E+01  0.196824E+00  0.504090E+01  0.000000E+00 -0.569230E-04  -2628.110      0.000    128.613      52
    53.99200  0.976127E+01  0.201231E+00  0.508540E+01  0.000000E+00 -0.587529E-04  -2617.240      0.000    128.508      53
    54.99180  0.997884E+01  0.205626E+00  0.512901E+01  0.000000E+00 -0.609505E-04  -2606.370      0.000    128.404      54
    55.99170  0.101959E+02  0.210010E+00  0.517175E+01  0.000000E+00 -0.635476E-04  -2595.500      0.000    128.301      55
    56.99150  0.104123E+02  0.214382E+00  0.521376E+01  0.000000E+00 -0.655797E-04  -2584.630      0.000    128.199      56
    57.99140  0.106282E+02  0.218744E+00  0.525510E+01  0.000000E+00 -0.676055E-04  -2573.760      0.000    128.098      57
    58.99120  0.108435E+02  0.223093E+00  0.529575E+01  0.000000E+00 -0.696036E-04  -2562.890      0.000    127.998      58
    59.99110  0.110583E+02  0.227432E+00  0.533572E+01  0.000000E+00 -0.696036E-04  -2552.020      0.000    127.897      59
    60.99090  0.112725E+02  0.231759E+00  0.537506E+01  0.000000E+00 -0.696036E-04  -2541.150      0.000    127.796      60
    61.99080  0.114862E+02  0.236076E+00  0.541390E+01  0.000000E+00 -0.696036E-04  -2530.280      0.000    127.695      61
    62.99060  0.116992E+02  0.240380E+00  0.545223E+01  0.000000E+00 -0.696036E-04  -2519.410      0.000    127.595      62
    63.99050  0.119118E+02  0.244674E+00  0.549005E+01  0.000000E+00 -0.696036E-04  -2508.540      0.000    127.495      63
    64.99030  0.121237E+02  0.248955E+00  0.552734E+01  0.000000E+00 -0.696036E-04  -2497.670      0.000    127.397      64
    65.99020  0.123352E+02  0.253227E+00  0.556411E+01  0.000000E+00 -0.696036E-04  -2486.800      0.000    127.299      65
    66.99000  0.125460E+02  0.257486E+00  0.560033E+01  0.000000E+00 -0.696036E-04  -2475.930      0.000    127.202      66
    67.98990  0.127563E+02  0.261734E+00  0.563602E+01  0.000000E+00 -0.696036E-04  -2465.060      0.000    127.105      67
    68.98970  0.129660E+02  0.265970E+00  0.567115E+01  0.000000E+00 -0.696036E-04  -2454.190      0.000    127.010      68
    69.98950  0.131752E+02  0.270195E+00  0.570574E+01  0.000000E+00 -0.696036E-04  -2443.320      0.000    126.911      69
    70.98940  0.133838E+02  0.274410E+00  0.573978E+01  0.000000E+00 -0.696036E-04  -2432.450      0.000    126.813      70
    71.98920  0.135918E+02  0.278612E+00  0.577326E+01  0.000000E+00 -0.696036E-04  -2421.580      0.000    126.717      71
    72.98910  0.137993E+02  0.282804E+00  0.580619E+01  0.000000E+00 -0.696036E-04  -2410.710      0.000    126.623      72
    73.98890  0.140063E+02  0.286984E+00  0.583856E+01  0.000000E+00 -0.696036E-04  -2399.840      0.000    126.530      73
    74.98880  0.142126E+02  0.291153E+00  0.587038E+01  0.000000E+00 -0.696036E-04  -2388.970      0.000    126.433      74
    75.98860  0.144184E+02  0.295310E+00  0.590168E+01  0.000000E+00 -0.696036E-04  -2378.100      0.000    126.337      75
    76.98850  0.146237E+02  0.299457E+00  0.593246E+01  0.000000E+00 -0.696036E-04  -2367.230      0.000    126.243      76
    77.98830  0.148284E+02  0.303591E+00  0.596273E+01  0.000000E+00 -0.696036E-04  -2356.360      0.000    126.150      77
    78.98820  0.150325E+02  0.307715E+00  0.599253E+01  0.000000E+00 -0.696036E-04  -2345.490      0.000    126.059      78
    79.98800  0.152361E+02  0.311827E+00  0.602184E+01  0.000000E+00 -0.696036E-04  -2334.610      0.000    125.968      79
    80.98790  0.154391E+02  0.315929E+00  0.605071E+01  0.000000E+00 -0.696036E-04  -2323.740      0.000    125.871      80
    81.98770  0.156416E+02  0.320019E+00  0.607912E+01  0.000000E+00 -0.696036E-04  -2312.870      0.000    125.775      81
    82.98760  0.158434E+02  0.324097E+00  0.610711E+01  0.000000E+00 -0.696036E-04  -2302.000      0.000    125.680      82
    83.98740  0.160448E+02  0.328165E+00  0.613466E+01  0.000000E+00 -0.696036E-04  -2291.130      0.000    125.587      83
    84.98730  0.162456E+02  0.332221E+00  0.616180E+01  0.000000E+00 -0.696036E-04  -2280.260      0.000    125.496      84
    85.98710  0.164458E+02  0.336266E+00  0.618852E+01  0.000000E+00 -0.696036E-04  -2269.390      0.000    125.406      85
    86.98700  0.166454E+02  0.340299E+00  0.621484E+01  0.000000E+00 -0.696036E-04  -2258.520      0.000    125.319      86
    87.98680  0.168445E+02  0.344321E+00  0.624076E+01  0.000000E+00 -0.696036E-04  -2247.650      0.000    125.228      87
    88.98670  0.170430E+02  0.348332E+00  0.626627E+01  0.000000E+00 -0.696036E-04  -2236.780      0.000    125.134      88
    89.98650  0.172410E+02  0.352331E+00  0.629140E+01  0.000000E+00 -0.696036E-04  -2225.910      0.000    125.040      89
    90.98640  0.174384E+02  0.356319E+00  0.631613E+01  0.000000E+00 -0.696036E-04  -2215.040      0.000    124.947      90
    91.98620  0.176353E+02  0.360296E+00  0.634047E+01  0.000000E+00 -0.696036E-04  -2204.170      0.000    124.855      91
    92.98610  0.178315E+02  0.364262E+00  0.636442E+01  0.000000E+00 -0.696036E-04  -2193.300      0.000    124.765      92
    93.98590  0.180273E+02  0.368216E+00  0.638796E+01  0.000000E+00 -0.696036E-04  -2182.430      0.000    124.677      93
    94.98580  0.182225E+02  0.372159E+00  0.641113E+01  0.000000E+00 -0.696036E-04  -2171.560      0.000    124.590      94
    95.98560  0.184170E+02  0.376090E+00  0.643391E+01  0.000000E+00 -0.696036E-04  -2160.690      0.000    124.505      95
    96.98550  0.186111E+02  0.380010E+00  0.645632E+01  0.000000E+00 -0.696036E-04  -2149.820      0.000    124.422      96
    97.98530  0.188046E+02  0.383919E+00  0.647836E+01  0.000000E+00 -0.696036E-04  -2138.950      0.000    124.329      97
    98.98520  0.189975E+02  0.387816E+00  0.650004E+01  0.000000E+00 -0.696036E-04  -2128.950      0.000    124.236      98
    99.98500  0.191899E+02  0.391702E+00  0.652158E+01  0.000000E+00 -0.696036E-04  -2128.080      0.000    124.144      99
   100.98500  0.193817E+02  0.395578E+00  0.654265E+01  0.000000E+00 -0.696036E-04  -2117.210      0.000    124.053     100
   101.98500  0.195730E+02  0.399442E+00  0.656335E+01  0.000000E+00 -0.696036E-04  -2106.340      0.000    123.964     101
   102.98500  0.197637E+02  0.403295E+00  0.658369E+01  0.000000E+00 -0.696036E-04  -2095.470      0.000    123.876     102
   103.98400  0.199537E+02  0.407132E+00  0.660364E+01  0.000000E+00 -0.696036E-04  -2084.600      0.000    123.788     103
   104.98400  0.201433E+02  0.410963E+00  0.662326E+01  0.000000E+00 -0.696036E-04  -2073.730      0.000    123.702     104
   105.98400  0.203323E+02  0.414781E+00  0.664252E+01  0.000000E+00 -0.696036E-04  -2062.860      0.000    123.617     105
   106.98400  0.205208E+02  0.418589E+00  0.666147E+01  0.000000E+00 -0.696036E-04  -2051.990      0.000    123.534     106
   107.98400  0.207088E+02  0.422385E+00  0.668013E+01  0.000000E+00 -0.696036E-04  -2041.110      0.000    123.452     107
   108.98400  0.208961E+02  0.426170E+00  0.669854E+01  0.000000E+00 -0.696036E-04  -2030.240      0.000    123.372     108
   109.98300  0.210827E+02  0.429940E+00  0.671667E+01  0.000000E+00 -0.696036E-04  -2019.370      0.000    123.285     109
   110.98300  0.212689E+02  0.433702E+00  0.673456E+01  0.000000E+00 -0.696036E-04  -2008.500      0.000    123.193     110
   111.98300  0.214546E+02  0.437453E+00  0.675220E+01  0.000000E+00 -0.696036E-04  -1997.630      0.000    123.103     111
   112.98300  0.216397E+02  0.441193E+00  0.676958E+01  0.000000E+00 -0.696036E-04  -1986.760      0.000    123.014     112
   113.98300  0.218243E+02  0.444921E+00  0.678670E+01  0.000000E+00 -0.696036E-04  -1975.890      0.000    122.925     113
   114.98300  0.220083E+02  0.448638E+00  0.680355E+01  0.000000E+00 -0.696036E-04  -1965.020      0.000    122.838     114
   115.98300  0.221917E+02  0.452344E+00  0.682016E+01  0.000000E+00 -0.696036E-04  -1954.150      0.000    122.752     115
   116.98200  0.223744E+02  0.456034E+00  0.683648E+01  0.000000E+00 -0.696036E-04  -1943.280      0.000    122.668     116
   117.98200  0.225567E+02  0.459717E+00  0.685256E+01  0.000000E+00 -0.696036E-04  -1932.410      0.000    122.584     117
   118.98200  0.227385E+02  0.463389E+00  0.686839E+01  0.000000E+00 -0.696036E-04  -1921.540      0.000    122.502     118
   119.98200  0.229197E+02  0.467049E+00  0.688396E+01  0.000000E+00 -0.696036E-04  -1910.670      0.000    122.421     119
   120.98200  0.231003E+02  0.470698E+00  0.689927E+01  0.000000E+00 -0.696036E-04  -1899.800      0.000    122.341     120
   121.98200  0.232804E+02  0.474336E+00  0.691433E+01  0.000000E+00 -0.696036E-04  -1888.930      0.000    122.273     121
   122.98200  0.234599E+02  0.477962E+00  0.692914E+01  0.000000E+00 -0.696036E-04  -1878.060      0.000    122.247     122
   123.98100  0.236387E+02  0.481574E+00  0.694370E+01  0.000000E+00 -0.696036E-04  -1867.190      0.000    122.219     123
   124.98100  0.238171E+02  0.485178E+00  0.695804E+01  0.000000E+00 -0.696036E-04  -1856.320      0.000    122.191     124
   125.98100  0.239949E+02  0.488770E+00  0.697215E+01  0.000000E+00 -0.696036E-04  -1845.450      0.000    122.163     125
   126.98100  0.241722E+02  0.492351E+00  0.698604E+01  0.000000E+00 -0.696036E-04  -1834.580      0.000    122.136     126
   127.98100  0.243489E+02  0.495921E+00  0.699970E+01  0.000000E+00 -0.696036E-04  -1823.710      0.000    122.109     127
   128.98100  0.245251E+02  0.499479E+00  0.701316E+01  0.000000E+00 -0.696036E-04  -1812.840      0.000    122.082     128
   129.98000  0.247005E+02  0.503023E+00  0.702639E+01  0.000000E+00 -0.696036E-04  -1801.970      0.000    122.054     129
   130.98000  0.248755E+02  0.506559E+00  0.703942E+01  0.000000E+00 -0.696036E-04  -1791.100      0.000    122.027     130
   131.98000  0.250500E+02  0.510084E+00  0.705225E+01  0.000000E+00 -0.696036E-04  -1780.230      0.000    121.999     131
   132.98000  0.252239E+02  0.513597E+00  0.706486E+01  0.000000E+00 -0.696036E-04  -1769.360      0.000    121.972     132
   133.98000  0.253973E+02  0.517099E+00  0.707724E+01  0.000000E+00 -0.696036E-04  -1758.490      0.000    121.945     133
   134.98000  0.255701E+02  0.520590E+00  0.708943E+01  0.000000E+00 -0.696036E-04  -1747.610      0.000    121.919     134
   135.98000  0.257423E+02  0.524069E+00  0.710142E+01  0.000000E+00 -0.696036E-04  -1736.740      0.000    121.892     135
   136.97900  0.259138E+02  0.527534E+00  0.711320E+01  0.000000E+00 -0.696036E-04  -1725.870      0.000    121.866     136
   137.97900  0.260849E+02  0.530991E+00  0.712481E+01  0.000000E+00 -0.696036E-04  -1715.000      0.000    121.839     137
   138.97900  0.262555E+02  0.534436E+00  0.713622E+01  0.000000E+00 -0.696036E-04  -1704.130      0.000    121.813     138
   139.97900  0.264255E+02  0.537870E+00  0.714745E+01  0.000000E+00 -0.696036E-04  -1693.260      0.000    121.787     139
   140.97900  0.265949E+02  0.541293E+00  0.715853E+01  0.000000E+00 -0.696036E-04  -1682.390      0.000    121.761     140
   141.97900  0.267638E+02  0.544705E+00  0.716943E+01  0.000000E+00 -0.696036E-04  -1671.520      0.000    121.735     141
   142.97800  0.269319E+02  0.548102E+00  0.718014E+01  0.000000E+00 -0.696036E-04  -1660.650      0.000    121.710     142
   143.97800  0.270997E+02  0.551491E+00  0.719070E+01  0.000000E+00 -0.696036E-04  -1649.780      0.000    121.684     143
   144.97800  0.272669E+02  0.554869E+00  0.720107E+01  0.000000E+00 -0.696036E-04  -1638.910      0.000    121.659     144
   145.97800  0.274335E+02  0.558235E+00  0.721127E+01  0.000000E+00 -0.696036E-04  -1628.040      0.000    121.633     145
   146.97800  0.275996E+02  0.561590E+00  0.722129E+01  0.000000E+00 -0.696036E-04  -1617.170      0.000    121.608     146
   147.97800  0.277651E+02  0.564933E+00  0.723114E+01  0.000000E+00 -0.696036E-04  -1606.300      0.000    121.582     147
   148.97800  0.279301E+02  0.568265E+00  0.724082E+01  0.000000E+00 -0.696036E-04  -1595.430      0.000    121.557     148
   149.97700  0.280943E+02  0.571583E+00  0.725030E+01  0.000000E+00 -0.696036E-04  -1584.560      0.000    121.532     149
   150.97700  0.282581E+02  0.574893E+00  0.725963E+01  0.000000E+00 -0.696036E-04  -1573.690      0.000    121.507     150
   151.97700  0.284214E+02  0.578191E+00  0.726878E+01  0.000000E+00 -0.696036E-04  -1562.820      0.000    121.481     151
   152.97700  0.285841E+02  0.581479E+00  0.727776E+01  0.000000E+00 -0.696036E-04  -1551.950      0.000    121.456     152
   153.97700  0.287462E+02  0.584754E+00  0.728657E+01  0.000000E+00 -0.696036E-04  -1541.080      0.000    121.431     153
   154.97700  0.289078E+02  0.588018E+00  0.729521E+01  0.000000E+00 -0.696036E-04  -1530.210      0.000    121.406     154
   155.97700  0.290688E+02  0.591271E+00  0.730368E+01  0.000000E+00 -0.696036E-04  -1519.340      0.000    121.381     155
   156.97600  0.292292E+02  0.594509E+00  0.731198E+01  0.000000E+00 -0.696036E-04  -1508.470      0.000    121.356     156
   157.97600  0.293891E+02  0.597740E+00  0.732012E+01  0.000000E+00 -0.696036E-04  -1497.600      0.000    121.331     157
   158.97600  0.295484E+02  0.600959E+00  0.732809E+01  0.000000E+00 -0.696036E-04  -1486.730      0.000    121.306     158
   159.97600  0.297072E+02  0.604167E+00  0.733590E+01  0.000000E+00 -0.696036E-04  -1475.860      0.000    121.281     159
   160.97600  0.298655E+02  0.607363E+00  0.734355E+01  0.000000E+00 -0.696036E-04  -1464.990      0.000    121.257     160
   161.97600  0.300231E+02  0.610549E+00  0.735105E+01  0.000000E+00 -0.696036E-04  -1454.110      0.000    121.232     161
   162.97500  0.301801E+02  0.613719E+00  0.735837E+01  0.000000E+00 -0.696036E-04  -1443.240      0.000    121.207     162
   163.97500  0.303367E+02  0.616881E+00  0.736554E+01  0.000000E+00 -0.696036E-04  -1432.370      0.000    121.183     163
   164.97500  0.304927E+02  0.620032E+00  0.737410E+01  0.000000E+00 -0.696036E-04  -1421.500      0.000    121.158     164
   165.97500  0.306481E+02  0.623172E+00  0.738536E+01  0.000000E+00 -0.696036E-04  -1410.630      0.000    121.133     165
   166.97500  0.308030E+02  0.626300E+00  0.739825E+01  0.000000E+00 -0.696036E-04  -1399.760      0.000    121.109     166
   167.97500  0.309573E+02  0.629417E+00  0.741203E+01  0.000000E+00 -0.696036E-04  -1388.890      0.000    121.085     167
   168.97500  0.311110E+02  0.632523E+00  0.742631E+01  0.000000E+00 -0.696036E-04  -1378.020      0.000    121.061     168
   169.97400  0.312641E+02  0.635615E+00  0.744082E+01  0.000000E+00 -0.696036E-04  -1367.150      0.000    121.037     169
   170.97400  0.314167E+02  0.638698E+00  0.745546E+01  0.000000E+00 -0.696036E-04  -1356.280      0.000    121.013     170
   171.97400  0.315688E+02  0.641770E+00  0.747012E+01  0.000000E+00 -0.696036E-04  -1345.410      0.000    120.988     171
   172.97400  0.317203E+02  0.644832E+00  0.748474E+01  0.000000E+00 -0.696036E-04  -1334.540      0.000    120.964     172
   173.97400  0.318712E+02  0.647881E+00  0.749927E+01  0.000000E+00 -0.696036E-04  -1323.670      0.000    120.940     173
   174.97400  0.320216E+02  0.650920E+00  0.751367E+01  0.000000E+00 -0.696036E-04  -1312.800      0.000    120.916     174
   175.97300  0.321713E+02  0.653943E+00  0.752791E+01  0.000000E+00 -0.696036E-04  -1301.930      0.000    120.892     175
   176.97300  0.323206E+02  0.656959E+00  0.754201E+01  0.000000E+00 -0.696036E-04  -1291.060      0.000    120.868     176
   177.97300  0.324693E+02  0.659964E+00  0.755591E+01  0.000000E+00 -0.696036E-04  -1280.190      0.000    120.844     177
   178.97300  0.326175E+02  0.662957E+00  0.756963E+01  0.000000E+00 -0.696036E-04  -1269.320      0.000    120.819     178
   179.97300  0.327650E+02  0.665938E+00  0.758315E+01  0.000000E+00 -0.696036E-04  -1258.450      0.000    120.795     179
   180.97300  0.329120E+02  0.668909E+00  0.759646E+01  0.000000E+00 -0.696036E-04  -1247.580      0.000    120.771     180
   181.97300  0.330585E+02  0.671868E+00  0.760955E+01  0.000000E+00 -0.696036E-04  -1236.710      0.000    120.747     181
   182.97200  0.332043E+02  0.674813E+00  0.762242E+01  0.000000E+00 -0.696036E-04  -1225.840      0.000    120.723     182
   183.97200  0.333496E+02  0.677749E+00  0.763508E+01  0.000000E+00 -0.696036E-04  -1214.970      0.000    120.698     183
   184.97200  0.334944E+02  0.680674E+00  0.764752E+01  0.000000E+00 -0.696036E-04  -1204.100      0.000    120.673     184
   185.97200  0.336386E+02  0.683588E+00  0.765974E+01  0.000000E+00 -0.696036E-04  -1193.230      0.000    120.648     185
   186.97200  0.337823E+02  0.686490E+00  0.767174E+01  0.000000E+00 -0.696036E-04  -1182.360      0.000    120.623     186
   187.97200  0.339254E+02  0.689381E+00  0.768352E+01  0.000000E+00 -0.696036E-04  -1171.490      0.000    120.598     187
   188.97200  0.340679E+02  0.692261E+00  0.769508E+01  0.000000E+00 -0.696036E-04  -1160.610      0.000    120.573     188
   189.97100  0.342098E+02  0.695127E+00  0.770635E+01  0.000000E+00 -0.696036E-04  -1149.740      0.000    120.548     189
   190.97100  0.343512E+02  0.697984E+00  0.771740E+01  0.000000E+00 -0.696036E-04  -1138.870      0.000    120.524     190
   191.97100  0.344920E+02  0.700830E+00  0.772823E+01  0.000000E+00 -0.696036E-04  -1128.000      0.000    120.499     191
   192.97100  0.346323E+02  0.703664E+00  0.773885E+01  0.000000E+00 -0.696036E-04  -1117.130      0.000    120.474     192
   193.97100  0.347721E+02  0.706487E+00  0.774925E+01  0.000000E+00 -0.696036E-04  -1106.260      0.000    120.450     193
   194.97100  0.349113E+02  0.709299E+00  0.775943E+01  0.000000E+00 -0.696036E-04  -1095.390      0.000    120.426     194
   195.97000  0.350498E+02  0.712097E+00  0.776938E+01  0.000000E+00 -0.696036E-04  -1084.520      0.000    120.401     195
   196.97000  0.351879E+02  0.714886E+00  0.777912E+01  0.000000E+00 -0.696036E-04  -1073.650      0.000    120.377     196
   197.97000  0.353253E+02  0.717664E+00  0.778865E+01  0.000000E+00 -0.696036E-04  -1062.780      0.000    120.353     197
   198.97000  0.354623E+02  0.720431E+00  0.779797E+01  0.000000E+00 -0.696036E-04  -1051.910      0.000    120.328     198
   199.97000  0.355987E+02  0.723186E+00  0.780707E+01  0.000000E+00 -0.696036E-04  -1041.040      0.000    120.303     199
   200.97000  0.357345E+02  0.725930E+00  0.781596E+01  0.000000E+00 -0.696036E-04  -1030.170      0.000    120.278     200
   201.97000  0.358698E+02  0.728662E+00  0.782464E+01  0.000000E+00 -0.696036E-04  -1019.300      0.000    120.253     201
   202.96900  0.358933E+02  0.729137E+00  0.784814E+01  0.000000E+00 -0.696036E-04  -1519.748      0.000    120.228     202
   203.96900  0.359756E+02  0.730800E+00  0.789034E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    120.203     203
   204.96900  0.361402E+02  0.734127E+00  0.791280E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    120.178     204
   205.96900  0.363814E+02  0.738998E+00  0.793289E+01  0.000000E+00 -0.696036E-04  -3058.300      0.000    120.154     205
   206.96900  0.366667E+02  0.744761E+00  0.795163E+01  0.000000E+00 -0.696036E-04  -3055.400      0.000    120.129     206
   207.96900  0.369666E+02  0.750820E+00  0.796954E+01  0.000000E+00 -0.696036E-04  -3052.700      0.000    120.105     207
   208.96800  0.372574E+02  0.756695E+00  0.798689E+01  0.000000E+00 -0.696036E-04  -3049.900      0.000    120.081     208
   209.96800  0.375250E+02  0.762101E+00  0.800387E+01  0.000000E+00 -0.696036E-04  -3048.100      0.000    120.056     209
   210.96800  0.377338E+02  0.766319E+00  0.802057E+01  0.000000E+00 -0.696036E-04  -3047.600      0.000    120.032     210
   211.96800  0.378602E+02  0.768873E+00  0.803703E+01  0.000000E+00 -0.696036E-04  -3048.100      0.000    120.008     211
   212.96800  0.379190E+02  0.770062E+00  0.805330E+01  0.000000E+00 -0.696036E-04  -3049.500      0.000    119.985     212
   213.96800  0.379484E+02  0.770655E+00  0.806941E+01  0.000000E+00 -0.696036E-04  -3051.500      0.000    119.961     213
   214.96800  0.379719E+02  0.771131E+00  0.808538E+01  0.000000E+00 -0.696036E-04  -3054.200      0.000    119.938     214
   215.96700  0.379895E+02  0.771487E+00  0.810120E+01  0.000000E+00 -0.696036E-04  -3056.500      0.000    119.915     215
   216.96700  0.380072E+02  0.771843E+00  0.811690E+01  0.000000E+00 -0.696036E-04  -3057.900      0.000    119.891     216
   217.96700  0.380248E+02  0.772200E+00  0.813247E+01  0.000000E+00 -0.696036E-04  -3058.400      0.000    119.866     217
   218.96700  0.380424E+02  0.772556E+00  0.814792E+01  0.000000E+00 -0.696036E-04  -3058.600      0.000    119.841     218
   219.96700  0.380748E+02  0.773209E+00  0.816327E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.817     219
   220.96700  0.381071E+02  0.773863E+00  0.817850E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.792     220
   221.96700  0.381247E+02  0.774219E+00  0.819363E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.768     221
