 ******* Program HYDRUS
 ******* 
 infiltration of water to soil                                           
 Date:  27. 4.    Time:  20:41:50
 Units: L = cm   , T = hours, M = mmol 



                               Node( 10)                      Node( 15)                      Node( 21)                      Node( 26)                      Node( 30)                      Node( 33)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
       1353.0000     -192.57  0.2694  0.139E-02        -14.58  0.3631  0.565E-03         19.14  0.5029 -0.112E-04         47.10  0.5029 -0.477E-05         79.14  0.5029 -0.942E-05        108.80  0.5029  0.000E+00
       1354.0000     -192.65  0.2693  0.139E-02        -14.59  0.3630  0.565E-03         19.13  0.5029 -0.112E-04         47.10  0.5029 -0.477E-05         79.13  0.5029 -0.942E-05        108.79  0.5029  0.000E+00
       1355.0000     -192.74  0.2693  0.139E-02        -14.60  0.3630  0.564E-03         19.12  0.5029 -0.119E-04         47.09  0.5029 -0.477E-05         79.12  0.5029 -0.942E-05        108.79  0.5029  0.000E+00
       1356.0000     -192.83  0.2693  0.139E-02        -14.61  0.3630  0.564E-03         19.12  0.5029 -0.112E-04         47.08  0.5029 -0.477E-05         79.12  0.5029 -0.942E-05        108.78  0.5029  0.000E+00
       1357.0000     -192.91  0.2692  0.139E-02        -14.62  0.3629  0.563E-03         19.11  0.5029 -0.119E-04         47.08  0.5029 -0.477E-05         79.11  0.5029 -0.942E-05        108.77  0.5029  0.000E+00
       1358.0000     -193.00  0.2692  0.139E-02        -14.62  0.3629  0.563E-03         19.10  0.5029 -0.112E-04         47.07  0.5029 -0.477E-05         79.10  0.5029 -0.942E-05        108.77  0.5029  0.000E+00
       1359.0000     -193.08  0.2692  0.139E-02        -14.63  0.3629  0.563E-03         19.10  0.5029 -0.112E-04         47.06  0.5029 -0.477E-05         79.10  0.5029 -0.942E-05        108.76  0.5029  0.000E+00
       1360.0000     -193.17  0.2691  0.139E-02        -14.64  0.3628  0.562E-03         19.09  0.5029 -0.119E-04         47.06  0.5029 -0.477E-05         79.09  0.5029 -0.942E-05        108.75  0.5029  0.000E+00
       1361.0000     -193.26  0.2691  0.139E-02        -14.65  0.3628  0.562E-03         19.08  0.5029 -0.112E-04         47.05  0.5029 -0.477E-05         79.08  0.5029 -0.942E-05        108.75  0.5029  0.000E+00
       1362.0000     -193.34  0.2691  0.139E-02        -14.66  0.3628  0.561E-03         19.08  0.5029 -0.112E-04         47.04  0.5029 -0.477E-05         79.08  0.5029 -0.942E-05        108.74  0.5029  0.000E+00
       1363.0000     -193.43  0.2690  0.139E-02        -14.67  0.3627  0.561E-03         19.07  0.5029 -0.119E-04         47.04  0.5029 -0.477E-05         79.07  0.5029 -0.942E-05        108.73  0.5029  0.000E+00
       1364.0000     -193.52  0.2690  0.139E-02        -14.67  0.3627  0.561E-03         19.06  0.5029 -0.112E-04         47.03  0.5029 -0.477E-05         79.06  0.5029 -0.942E-05        108.73  0.5029  0.000E+00
       1365.0000     -193.60  0.2690  0.139E-02        -14.68  0.3627  0.560E-03         19.06  0.5029 -0.112E-04         47.02  0.5029 -0.477E-05         79.06  0.5029 -0.942E-05        108.72  0.5029  0.000E+00
       1366.0000     -193.69  0.2689  0.139E-02        -14.69  0.3626  0.560E-03         19.05  0.5029 -0.112E-04         47.02  0.5029 -0.477E-05         79.05  0.5029 -0.942E-05        108.71  0.5029  0.000E+00
       1367.0000     -193.77  0.2689  0.139E-02        -14.70  0.3626  0.559E-03         19.04  0.5029 -0.119E-04         47.01  0.5029 -0.477E-05         79.04  0.5029 -0.942E-05        108.71  0.5029  0.000E+00
       1368.0000     -193.86  0.2689  0.139E-02        -14.71  0.3626  0.559E-03         19.04  0.5029 -0.119E-04         47.00  0.5029 -0.477E-05         79.04  0.5029 -0.942E-05        108.70  0.5029  0.000E+00
       1369.0000     -193.95  0.2688  0.139E-02        -14.72  0.3625  0.558E-03         19.03  0.5029 -0.112E-04         47.00  0.5029 -0.477E-05         79.03  0.5029 -0.942E-05        108.69  0.5029  0.000E+00
       1370.0000     -194.03  0.2688  0.138E-02        -14.73  0.3625  0.558E-03         19.02  0.5029 -0.112E-04         46.99  0.5029 -0.477E-05         79.02  0.5029 -0.942E-05        108.69  0.5029  0.000E+00
       1371.0000     -194.12  0.2688  0.138E-02        -14.73  0.3625  0.558E-03         19.02  0.5029 -0.119E-04         46.98  0.5029 -0.477E-05         79.02  0.5029 -0.942E-05        108.68  0.5029  0.000E+00
       1372.0000     -194.20  0.2687  0.138E-02        -14.74  0.3624  0.557E-03         19.01  0.5029 -0.119E-04         46.98  0.5029 -0.477E-05         79.01  0.5029 -0.942E-05        108.67  0.5029  0.000E+00
       1373.0000     -194.29  0.2687  0.138E-02        -14.75  0.3624  0.557E-03         19.00  0.5029 -0.101E-04         46.97  0.5029 -0.477E-05         79.00  0.5029 -0.942E-05        108.67  0.5029  0.000E+00
       1374.0000     -194.38  0.2687  0.138E-02        -14.76  0.3624  0.556E-03         19.00  0.5029 -0.101E-04         46.96  0.5029 -0.477E-05         79.00  0.5029 -0.942E-05        108.66  0.5029  0.000E+00
       1375.0000     -194.46  0.2686  0.138E-02        -14.77  0.3623  0.556E-03         18.99  0.5029 -0.108E-04         46.96  0.5029 -0.477E-05         78.99  0.5029 -0.942E-05        108.65  0.5029  0.000E+00
       1376.0000     -194.55  0.2686  0.138E-02        -14.78  0.3623  0.555E-03         18.98  0.5029 -0.108E-04         46.95  0.5029 -0.477E-05         78.98  0.5029 -0.942E-05        108.65  0.5029  0.000E+00
       1377.0000     -194.63  0.2686  0.138E-02        -14.78  0.3623  0.555E-03         18.98  0.5029 -0.101E-04         46.94  0.5029 -0.477E-05         78.98  0.5029 -0.942E-05        108.64  0.5029  0.000E+00
       1378.0000     -194.72  0.2685  0.138E-02        -14.79  0.3622  0.554E-03         18.97  0.5029 -0.108E-04         46.94  0.5029 -0.477E-05         78.97  0.5029 -0.942E-05        108.63  0.5029  0.000E+00
       1379.0000     -194.81  0.2685  0.138E-02        -14.80  0.3622  0.554E-03         18.96  0.5029 -0.101E-04         46.93  0.5029 -0.477E-05         78.96  0.5029 -0.942E-05        108.63  0.5029  0.000E+00
       1380.0000     -194.89  0.2685  0.138E-02        -14.81  0.3622  0.554E-03         18.96  0.5029 -0.108E-04         46.92  0.5029 -0.477E-05         78.96  0.5029 -0.942E-05        108.62  0.5029  0.000E+00
       1381.0000     -194.98  0.2684  0.138E-02        -14.82  0.3621  0.553E-03         18.95  0.5029 -0.108E-04         46.92  0.5029 -0.477E-05         78.95  0.5029 -0.942E-05        108.61  0.5029  0.000E+00
       1382.0000     -195.06  0.2684  0.138E-02        -14.83  0.3621  0.553E-03         18.94  0.5029 -0.108E-04         46.91  0.5029 -0.477E-05         78.94  0.5029 -0.942E-05        108.61  0.5029  0.000E+00
       1383.0000     -195.15  0.2684  0.137E-02        -14.83  0.3620  0.552E-03         18.94  0.5029 -0.108E-04         46.90  0.5029 -0.477E-05         78.94  0.5029 -0.942E-05        108.60  0.5029  0.000E+00
       1384.0000     -195.23  0.2683  0.137E-02        -14.84  0.3620  0.552E-03         18.93  0.5029 -0.108E-04         46.90  0.5029 -0.477E-05         78.93  0.5029 -0.942E-05        108.59  0.5029  0.000E+00
       1385.0000     -195.32  0.2683  0.137E-02        -14.85  0.3620  0.551E-03         18.92  0.5029 -0.108E-04         46.89  0.5029 -0.477E-05         78.92  0.5029 -0.942E-05        108.59  0.5029  0.000E+00
       1386.0000     -195.40  0.2683  0.137E-02        -14.86  0.3619  0.551E-03         18.92  0.5029 -0.108E-04         46.88  0.5029 -0.477E-05         78.92  0.5029 -0.942E-05        108.58  0.5029  0.000E+00
       1387.0000     -195.49  0.2682  0.137E-02        -14.87  0.3619  0.550E-03         18.91  0.5029 -0.108E-04         46.88  0.5029 -0.477E-05         78.91  0.5029 -0.942E-05        108.57  0.5029  0.000E+00
       1388.0000     -195.57  0.2682  0.137E-02        -14.88  0.3619  0.550E-03         18.90  0.5029 -0.108E-04         46.87  0.5029 -0.477E-05         78.90  0.5029 -0.942E-05        108.57  0.5029  0.000E+00
       1389.0000     -195.66  0.2682  0.137E-02        -14.88  0.3618  0.550E-03         18.90  0.5029 -0.108E-04         46.86  0.5029 -0.477E-05         78.90  0.5029 -0.942E-05        108.56  0.5029  0.000E+00
       1390.0000     -195.74  0.2681  0.137E-02        -14.89  0.3618  0.549E-03         18.89  0.5029 -0.108E-04         46.86  0.5029 -0.477E-05         78.89  0.5029 -0.942E-05        108.55  0.5029  0.000E+00
       1391.0000     -195.82  0.2681  0.137E-02        -14.90  0.3618  0.549E-03         18.88  0.5029 -0.108E-04         46.85  0.5029 -0.477E-05         78.88  0.5029 -0.942E-05        108.55  0.5029  0.000E+00
       1392.0000     -195.91  0.2681  0.137E-02        -14.91  0.3617  0.548E-03         18.88  0.5029 -0.108E-04         46.84  0.5029 -0.477E-05         78.88  0.5029 -0.942E-05        108.54  0.5029  0.000E+00
       1393.0000     -195.99  0.2680  0.137E-02        -14.92  0.3617  0.548E-03         18.87  0.5029 -0.101E-04         46.84  0.5029 -0.477E-05         78.87  0.5029 -0.942E-05        108.53  0.5029  0.000E+00
       1394.0000     -196.08  0.2680  0.137E-02        -14.93  0.3617  0.547E-03         18.86  0.5029 -0.101E-04         46.83  0.5029 -0.477E-05         78.86  0.5029 -0.942E-05        108.53  0.5029  0.000E+00
       1395.0000     -196.16  0.2680  0.136E-02        -14.93  0.3616  0.547E-03         18.86  0.5029 -0.108E-04         46.82  0.5029 -0.477E-05         78.86  0.5029 -0.942E-05        108.52  0.5029  0.000E+00
       1396.0000     -196.25  0.2679  0.136E-02        -14.94  0.3616  0.546E-03         18.85  0.5029 -0.101E-04         46.82  0.5029 -0.477E-05         78.85  0.5029 -0.942E-05        108.51  0.5029  0.000E+00
       1397.0000     -196.33  0.2679  0.136E-02        -14.95  0.3616  0.546E-03         18.84  0.5029 -0.101E-04         46.81  0.5029 -0.477E-05         78.85  0.5029 -0.942E-05        108.51  0.5029  0.000E+00
       1398.0000     -196.42  0.2679  0.136E-02        -14.96  0.3615  0.545E-03         18.84  0.5029 -0.108E-04         46.80  0.5029 -0.477E-05         78.84  0.5029 -0.942E-05        108.50  0.5029  0.000E+00
       1399.0000     -196.50  0.2678  0.136E-02        -14.97  0.3615  0.545E-03         18.83  0.5029 -0.108E-04         46.80  0.5029 -0.477E-05         78.83  0.5029 -0.942E-05        108.49  0.5029  0.000E+00
       1400.0000     -196.58  0.2678  0.136E-02        -14.98  0.3615  0.545E-03         18.83  0.5029 -0.101E-04         46.79  0.5029 -0.477E-05         78.83  0.5029 -0.942E-05        108.49  0.5029  0.000E+00
       1401.0000     -196.66  0.2678  0.136E-02        -14.98  0.3614  0.544E-03         18.82  0.5029 -0.101E-04         46.78  0.5029 -0.477E-05         78.82  0.5029 -0.942E-05        108.48  0.5029  0.000E+00
       1402.0000     -196.75  0.2677  0.136E-02        -14.99  0.3614  0.544E-03         18.81  0.5029 -0.101E-04         46.78  0.5029 -0.477E-05         78.81  0.5029 -0.942E-05        108.48  0.5029  0.000E+00
       1403.0000     -196.83  0.2677  0.136E-02        -15.00  0.3614  0.543E-03         18.81  0.5029 -0.108E-04         46.77  0.5029 -0.477E-05         78.81  0.5029 -0.942E-05        108.47  0.5029  0.000E+00
       1404.0000     -196.91  0.2677  0.135E-02        -15.01  0.3613  0.543E-03         18.80  0.5029 -0.108E-04         46.76  0.5029 -0.477E-05         78.80  0.5029 -0.942E-05        108.46  0.5029  0.000E+00
       1405.0000     -197.00  0.2676  0.135E-02        -15.02  0.3613  0.542E-03         18.79  0.5029 -0.101E-04         46.76  0.5029 -0.477E-05         78.79  0.5029 -0.942E-05        108.46  0.5029  0.000E+00
       1406.0000     -197.08  0.2676  0.135E-02        -15.03  0.3613  0.542E-03         18.79  0.5029 -0.101E-04         46.75  0.5029 -0.477E-05         78.79  0.5029 -0.942E-05        108.45  0.5029  0.000E+00
       1407.0000     -197.16  0.2676  0.135E-02        -15.03  0.3612  0.541E-03         18.78  0.5029 -0.108E-04         46.74  0.5029 -0.477E-05         78.78  0.5029 -0.942E-05        108.44  0.5029  0.000E+00
       1408.0000     -197.24  0.2675  0.135E-02        -15.04  0.3612  0.541E-03         18.77  0.5029 -0.101E-04         46.74  0.5029 -0.477E-05         78.77  0.5029 -0.942E-05        108.44  0.5029  0.000E+00
       1409.0000     -197.32  0.2675  0.135E-02        -15.05  0.3612  0.540E-03         18.77  0.5029 -0.101E-04         46.73  0.5029 -0.477E-05         78.77  0.5029 -0.942E-05        108.43  0.5029  0.000E+00
       1410.0000     -197.40  0.2675  0.135E-02        -15.06  0.3611  0.540E-03         18.76  0.5029 -0.108E-04         46.73  0.5029 -0.477E-05         78.76  0.5029 -0.942E-05        108.42  0.5029  0.000E+00
       1411.0000     -197.48  0.2674  0.135E-02        -15.07  0.3611  0.539E-03         18.75  0.5029 -0.101E-04         46.72  0.5029 -0.477E-05         78.75  0.5029 -0.942E-05        108.42  0.5029  0.000E+00
       1412.0000     -197.56  0.2674  0.134E-02        -15.07  0.3611  0.539E-03         18.75  0.5029 -0.108E-04         46.71  0.5029 -0.477E-05         78.75  0.5029 -0.942E-05        108.41  0.5029  0.000E+00
       1413.0000     -197.64  0.2674  0.134E-02        -15.08  0.3610  0.538E-03         18.74  0.5029 -0.108E-04         46.71  0.5029 -0.477E-05         78.74  0.5029 -0.942E-05        108.40  0.5029  0.000E+00
       1414.0000     -197.72  0.2673  0.134E-02        -15.09  0.3610  0.538E-03         18.73  0.5029 -0.101E-04         46.70  0.5029 -0.477E-05         78.73  0.5029 -0.942E-05        108.40  0.5029  0.000E+00
       1415.0000     -197.80  0.2673  0.134E-02        -15.10  0.3610  0.537E-03         18.73  0.5029 -0.108E-04         46.69  0.5029 -0.477E-05         78.73  0.5029 -0.942E-05        108.39  0.5029  0.000E+00
       1416.0000     -197.88  0.2673  0.134E-02        -15.11  0.3609  0.537E-03         18.72  0.5029 -0.101E-04         46.69  0.5029 -0.477E-05         78.72  0.5029 -0.942E-05        108.39  0.5029  0.000E+00
       1417.0000     -197.96  0.2672  0.134E-02        -15.12  0.3609  0.536E-03         18.72  0.5029 -0.101E-04         46.68  0.5029 -0.477E-05         78.72  0.5029 -0.942E-05        108.38  0.5029  0.000E+00
       1418.0000     -198.04  0.2672  0.134E-02        -15.12  0.3609  0.536E-03         18.71  0.5029 -0.101E-04         46.67  0.5029 -0.477E-05         78.71  0.5029 -0.942E-05        108.37  0.5029  0.000E+00
       1419.0000     -198.12  0.2672  0.133E-02        -15.13  0.3608  0.536E-03         18.70  0.5029 -0.101E-04         46.67  0.5029 -0.477E-05         78.70  0.5029 -0.942E-05        108.37  0.5029  0.000E+00
       1420.0000     -198.20  0.2672  0.133E-02        -15.14  0.3608  0.535E-03         18.70  0.5029 -0.108E-04         46.66  0.5029 -0.477E-05         78.70  0.5029 -0.942E-05        108.36  0.5029  0.000E+00
       1421.0000     -198.28  0.2671  0.133E-02        -15.15  0.3608  0.535E-03         18.69  0.5029 -0.101E-04         46.66  0.5029 -0.477E-05         78.69  0.5029 -0.942E-05        108.35  0.5029  0.000E+00
       1422.0000     -198.35  0.2671  0.133E-02        -15.16  0.3607  0.534E-03         18.68  0.5029 -0.108E-04         46.65  0.5029 -0.477E-05         78.68  0.5029 -0.942E-05        108.35  0.5029  0.000E+00
       1423.0000     -198.43  0.2671  0.133E-02        -15.17  0.3607  0.534E-03         18.68  0.5029 -0.101E-04         46.64  0.5029 -0.477E-05         78.68  0.5029 -0.942E-05        108.34  0.5029  0.000E+00
       1424.0000     -198.51  0.2670  0.133E-02        -15.17  0.3607  0.533E-03         18.67  0.5029 -0.108E-04         46.64  0.5029 -0.477E-05         78.67  0.5029 -0.942E-05        108.33  0.5029  0.000E+00
       1425.0000     -198.59  0.2670  0.133E-02        -15.18  0.3606  0.533E-03         18.66  0.5029 -0.101E-04         46.63  0.5029 -0.477E-05         78.66  0.5029 -0.942E-05        108.33  0.5029  0.000E+00
       1426.0000     -198.66  0.2670  0.132E-02        -15.19  0.3606  0.532E-03         18.66  0.5029 -0.108E-04         46.62  0.5029 -0.477E-05         78.66  0.5029 -0.942E-05        108.32  0.5029  0.000E+00
       1426.4920     -198.70  0.2670  0.132E-02        -15.19  0.3606  0.532E-03         18.65  0.5029 -0.108E-04         46.62  0.5029 -0.477E-05         78.65  0.5029 -0.942E-05        108.32  0.5029  0.000E+00
       1427.0000     -198.74  0.2669  0.132E-02        -15.20  0.3606  0.532E-03         18.65  0.5029 -0.101E-04         46.61  0.5029 -0.477E-05         78.65  0.5029 -0.942E-05        108.31  0.5029  0.000E+00
       1428.0000     -198.82  0.2669  0.132E-02        -15.21  0.3605  0.531E-03         18.64  0.5029 -0.101E-04         46.61  0.5029 -0.477E-05         78.64  0.5029 -0.942E-05        108.30  0.5029  0.000E+00
       1429.0000     -198.90  0.2669  0.132E-02        -15.22  0.3605  0.531E-03         18.63  0.5029 -0.101E-04         46.60  0.5029 -0.477E-05         78.63  0.5029 -0.942E-05        108.30  0.5029  0.000E+00
       1430.0000     -198.97  0.2668  0.132E-02        -15.22  0.3604  0.530E-03         18.63  0.5029 -0.108E-04         46.59  0.5029 -0.477E-05         78.63  0.5029 -0.942E-05        108.29  0.5029  0.000E+00
       1431.0000     -199.05  0.2668  0.132E-02        -15.23  0.3604  0.530E-03         18.62  0.5029 -0.108E-04         46.58  0.5029 -0.477E-05         78.62  0.5029 -0.942E-05        108.28  0.5029  0.000E+00
       1432.0000     -199.13  0.2668  0.131E-02        -15.24  0.3604  0.529E-03         18.61  0.5029 -0.108E-04         46.58  0.5029 -0.477E-05         78.61  0.5029 -0.942E-05        108.27  0.5029  0.000E+00
       1433.0000     -199.21  0.2668  0.131E-02        -15.25  0.3603  0.529E-03         18.60  0.5029 -0.108E-04         46.57  0.5029 -0.477E-05         78.60  0.5029 -0.942E-05        108.27  0.5029  0.000E+00
       1434.0000     -199.29  0.2667  0.131E-02        -15.26  0.3603  0.528E-03         18.60  0.5029 -0.108E-04         46.56  0.5029 -0.477E-05         78.60  0.5029 -0.942E-05        108.26  0.5029  0.000E+00
       1435.0000     -199.36  0.2667  0.131E-02        -15.27  0.3603  0.528E-03         18.59  0.5029 -0.101E-04         46.55  0.5029 -0.477E-05         78.59  0.5029 -0.942E-05        108.25  0.5029  0.000E+00
       1436.0000     -199.44  0.2667  0.131E-02        -15.27  0.3602  0.527E-03         18.58  0.5029 -0.108E-04         46.55  0.5029 -0.477E-05         78.58  0.5029 -0.942E-05        108.24  0.5029  0.000E+00
       1437.0000     -199.52  0.2666  0.131E-02        -15.28  0.3602  0.527E-03         18.57  0.5029 -0.108E-04         46.54  0.5029 -0.477E-05         78.57  0.5029 -0.942E-05        108.24  0.5029  0.000E+00
       1438.0000     -199.60  0.2666  0.131E-02        -15.29  0.3602  0.526E-03         18.57  0.5029 -0.101E-04         46.53  0.5029 -0.477E-05         78.57  0.5029 -0.942E-05        108.23  0.5029  0.000E+00
       1439.0000     -199.68  0.2666  0.130E-02        -15.30  0.3601  0.526E-03         18.56  0.5029 -0.108E-04         46.52  0.5029 -0.477E-05         78.56  0.5029 -0.942E-05        108.22  0.5029  0.000E+00
       1440.0000     -199.76  0.2665  0.130E-02        -15.31  0.3601  0.525E-03         18.55  0.5029 -0.108E-04         46.52  0.5029 -0.477E-05         78.55  0.5029 -0.942E-05        108.21  0.5029  0.000E+00
       1441.0000     -199.83  0.2665  0.130E-02        -15.31  0.3601  0.525E-03         18.54  0.5029 -0.108E-04         46.51  0.5029 -0.477E-05         78.54  0.5029 -0.942E-05        108.21  0.5029  0.000E+00
       1442.0000     -199.91  0.2665  0.130E-02        -15.32  0.3600  0.524E-03         18.54  0.5029 -0.101E-04         46.50  0.5029 -0.477E-05         78.54  0.5029 -0.942E-05        108.20  0.5029  0.000E+00
       1443.0000     -199.99  0.2664  0.130E-02        -15.33  0.3600  0.524E-03         18.53  0.5029 -0.108E-04         46.49  0.5029 -0.477E-05         78.53  0.5029 -0.942E-05        108.19  0.5029  0.000E+00
       1444.0000     -200.07  0.2664  0.130E-02        -15.34  0.3600  0.523E-03         18.52  0.5029 -0.108E-04         46.49  0.5029 -0.477E-05         78.52  0.5029 -0.942E-05        108.18  0.5029  0.000E+00
       1445.0000     -200.15  0.2664  0.130E-02        -15.35  0.3599  0.523E-03         18.51  0.5029 -0.108E-04         46.48  0.5029 -0.477E-05         78.51  0.5029 -0.942E-05        108.18  0.5029  0.000E+00
       1446.0000     -200.22  0.2664  0.129E-02        -15.36  0.3599  0.522E-03         18.51  0.5029 -0.101E-04         46.47  0.5029 -0.477E-05         78.51  0.5029 -0.942E-05        108.17  0.5029  0.000E+00
       1447.0000     -200.30  0.2663  0.129E-02        -15.36  0.3599  0.522E-03         18.50  0.5029 -0.101E-04         46.46  0.5029 -0.477E-05         78.50  0.5029 -0.942E-05        108.16  0.5029  0.000E+00
       1448.0000     -200.38  0.2663  0.129E-02        -15.37  0.3598  0.521E-03         18.49  0.5029 -0.108E-04         46.46  0.5029 -0.477E-05         78.49  0.5029 -0.942E-05        108.15  0.5029  0.000E+00
       1449.0000     -200.46  0.2663  0.129E-02        -15.38  0.3598  0.521E-03         18.48  0.5029 -0.101E-04         46.45  0.5029 -0.477E-05         78.48  0.5029 -0.942E-05        108.15  0.5029  0.000E+00
       1450.0000     -200.53  0.2662  0.129E-02        -15.39  0.3598  0.520E-03         18.48  0.5029 -0.101E-04         46.44  0.5029 -0.477E-05         78.48  0.5029 -0.942E-05        108.14  0.5029  0.000E+00
       1451.0000     -200.61  0.2662  0.129E-02        -15.40  0.3597  0.520E-03         18.47  0.5029 -0.108E-04         46.43  0.5029 -0.477E-05         78.47  0.5029 -0.942E-05        108.13  0.5029  0.000E+00
       1452.0000     -200.69  0.2662  0.129E-02        -15.40  0.3597  0.519E-03         18.46  0.5029 -0.108E-04         46.43  0.5029 -0.477E-05         78.46  0.5029 -0.942E-05        108.13  0.5029  0.000E+00
       1453.0000     -200.77  0.2661  0.129E-02        -15.41  0.3597  0.519E-03         18.45  0.5029 -0.101E-04         46.42  0.5029 -0.477E-05         78.45  0.5029 -0.942E-05        108.12  0.5029  0.000E+00
       1454.0000     -200.85  0.2661  0.128E-02        -15.42  0.3596  0.518E-03         18.45  0.5029 -0.101E-04         46.41  0.5029 -0.477E-05         78.45  0.5029 -0.942E-05        108.11  0.5029  0.000E+00
       1455.0000     -200.92  0.2661  0.128E-02        -15.43  0.3596  0.518E-03         18.44  0.5029 -0.108E-04         46.41  0.5029 -0.477E-05         78.44  0.5029 -0.942E-05        108.10  0.5029  0.000E+00
       1456.0000     -201.00  0.2660  0.128E-02        -15.44  0.3596  0.517E-03         18.43  0.5029 -0.101E-04         46.40  0.5029 -0.477E-05         78.43  0.5029 -0.942E-05        108.10  0.5029  0.000E+00
       1457.0000     -201.08  0.2660  0.128E-02        -15.45  0.3595  0.517E-03         18.43  0.5029 -0.108E-04         46.39  0.5029 -0.477E-05         78.43  0.5029 -0.942E-05        108.09  0.5029  0.000E+00
       1458.0000     -201.15  0.2660  0.128E-02        -15.45  0.3595  0.516E-03         18.42  0.5029 -0.108E-04         46.38  0.5029 -0.477E-05         78.42  0.5029 -0.942E-05        108.08  0.5029  0.000E+00
       1459.0000     -201.23  0.2660  0.128E-02        -15.46  0.3595  0.516E-03         18.41  0.5029 -0.108E-04         46.38  0.5029 -0.477E-05         78.41  0.5029 -0.942E-05        108.07  0.5029  0.000E+00
       1460.0000     -201.31  0.2659  0.128E-02        -15.47  0.3594  0.515E-03         18.40  0.5029 -0.108E-04         46.37  0.5029 -0.477E-05         78.40  0.5029 -0.942E-05        108.07  0.5029  0.000E+00
       1461.0000     -201.39  0.2659  0.128E-02        -15.48  0.3594  0.515E-03         18.40  0.5029 -0.101E-04         46.36  0.5029 -0.477E-05         78.40  0.5029 -0.942E-05        108.06  0.5029  0.000E+00
       1462.0000     -201.46  0.2659  0.128E-02        -15.49  0.3594  0.514E-03         18.39  0.5029 -0.108E-04         46.35  0.5029 -0.477E-05         78.39  0.5029 -0.942E-05        108.05  0.5029  0.000E+00
       1463.0000     -201.54  0.2658  0.127E-02        -15.49  0.3593  0.514E-03         18.38  0.5029 -0.101E-04         46.35  0.5029 -0.477E-05         78.38  0.5029 -0.942E-05        108.04  0.5029  0.000E+00
       1464.0000     -201.62  0.2658  0.127E-02        -15.50  0.3593  0.513E-03         18.37  0.5029 -0.101E-04         46.34  0.5029 -0.477E-05         78.37  0.5029 -0.942E-05        108.04  0.5029  0.000E+00
       1465.0000     -201.70  0.2658  0.127E-02        -15.51  0.3593  0.513E-03         18.37  0.5029 -0.108E-04         46.33  0.5029 -0.477E-05         78.37  0.5029 -0.942E-05        108.03  0.5029  0.000E+00
       1466.0000     -201.77  0.2657  0.127E-02        -15.52  0.3592  0.512E-03         18.36  0.5029 -0.101E-04         46.32  0.5029 -0.477E-05         78.36  0.5029 -0.942E-05        108.02  0.5029  0.000E+00
       1467.0000     -201.85  0.2657  0.127E-02        -15.53  0.3592  0.512E-03         18.35  0.5029 -0.108E-04         46.32  0.5029 -0.477E-05         78.35  0.5029 -0.942E-05        108.02  0.5029  0.000E+00
       1468.0000     -201.93  0.2657  0.127E-02        -15.53  0.3592  0.511E-03         18.35  0.5029 -0.108E-04         46.31  0.5029 -0.477E-05         78.35  0.5029 -0.942E-05        108.01  0.5029  0.000E+00
       1469.0000     -202.00  0.2657  0.127E-02        -15.54  0.3591  0.511E-03         18.34  0.5029 -0.108E-04         46.30  0.5029 -0.477E-05         78.34  0.5029 -0.942E-05        108.00  0.5029  0.000E+00
       1470.0000     -202.08  0.2656  0.127E-02        -15.55  0.3591  0.510E-03         18.33  0.5029 -0.108E-04         46.30  0.5029 -0.477E-05         78.33  0.5029 -0.942E-05        107.99  0.5029  0.000E+00
       1471.0000     -202.16  0.2656  0.127E-02        -15.56  0.3591  0.510E-03         18.32  0.5029 -0.101E-04         46.29  0.5029 -0.477E-05         78.32  0.5029 -0.942E-05        107.99  0.5029  0.000E+00
       1472.0000     -202.23  0.2656  0.127E-02        -15.57  0.3590  0.509E-03         18.32  0.5029 -0.101E-04         46.28  0.5029 -0.477E-05         78.32  0.5029 -0.942E-05        107.98  0.5029  0.000E+00
       1473.0000     -202.31  0.2655  0.126E-02        -15.58  0.3590  0.509E-03         18.31  0.5029 -0.108E-04         46.27  0.5029 -0.477E-05         78.31  0.5029 -0.942E-05        107.97  0.5029  0.000E+00
       1474.0000     -202.39  0.2655  0.126E-02        -15.58  0.3590  0.508E-03         18.30  0.5029 -0.101E-04         46.27  0.5029 -0.477E-05         78.30  0.5029 -0.942E-05        107.97  0.5029  0.000E+00
       1475.0000     -202.47  0.2655  0.126E-02        -15.59  0.3589  0.508E-03         18.29  0.5029 -0.108E-04         46.26  0.5029 -0.477E-05         78.29  0.5029 -0.942E-05        107.96  0.5029  0.000E+00
       1476.0000     -202.54  0.2654  0.126E-02        -15.60  0.3589  0.507E-03         18.29  0.5029 -0.108E-04         46.25  0.5029 -0.477E-05         78.29  0.5029 -0.942E-05        107.95  0.5029  0.000E+00
       1477.0000     -202.62  0.2654  0.126E-02        -15.61  0.3589  0.507E-03         18.28  0.5029 -0.108E-04         46.25  0.5029 -0.477E-05         78.28  0.5029 -0.942E-05        107.94  0.5029  0.000E+00
       1478.0000     -202.70  0.2654  0.126E-02        -15.62  0.3588  0.506E-03         18.27  0.5029 -0.101E-04         46.24  0.5029 -0.477E-05         78.27  0.5029 -0.942E-05        107.94  0.5029  0.000E+00
